DateID,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
199110,-4.79,-2.12,-2.96,0.03,-0.74,-5.35,-3.61,-1.17,-2.37,0.95,-4.42,-4.69,-2.65,-3.12,0.09,-4.11,-4.17,-4.18,-3.64,-1.47,-1.48,-2.45,-1.50,-2.79,-0.53
199111,-1.86,-0.32,-1.41,-1.43,0.40,-3.41,-1.04,-2.24,0.65,0.28,-3.52,-0.74,-1.66,-1.74,-1.63,-2.74,-1.99,-2.75,-2.63,-3.11,-1.08,-1.50,-1.66,-1.38,-2.55
199112,2.46,4.43,2.81,4.16,4.00,3.38,2.81,4.05,4.04,4.02,2.08,4.04,2.79,1.91,3.39,4.60,3.80,4.94,5.12,4.93,3.71,6.30,7.81,7.34,9.78
199201,-2.80,-4.82,-2.11,-1.51,-1.69,-1.05,0.14,-3.01,-0.49,-1.02,3.19,0.15,1.03,-0.01,1.89,-1.96,-0.50,1.01,2.21,1.82,0.13,0.81,-0.78,0.79,-0.23
199202,-0.34,-1.06,0.00,-0.76,0.87,-1.15,-2.18,-0.53,1.02,0.81,0.94,-0.88,-0.11,-0.44,0.41,-1.05,1.57,0.09,-0.56,0.97,-3.02,-0.03,0.47,-0.21,0.08
199203,-4.36,-1.23,-2.09,-0.94,-1.93,-3.82,-0.43,-1.97,-1.62,-2.65,-1.90,-1.32,-2.64,-3.82,-4.95,-2.33,-3.50,-2.77,-2.75,-1.73,-1.37,-5.21,-3.35,-3.30,-2.83
199204,3.97,2.66,3.36,3.07,6.70,1.91,2.19,2.89,4.27,7.63,2.93,0.77,3.92,6.58,7.18,3.56,2.48,4.74,6.94,6.74,8.54,6.15,6.46,3.35,5.71
199205,4.61,6.00,5.84,5.74,8.75,4.36,5.10,5.47,5.27,7.25,3.72,3.32,3.95,5.28,5.50,4.21,3.58,5.33,5.28,5.28,4.82,6.68,5.89,5.43,4.72
199206,-2.10,2.32,1.97,1.22,2.44,-4.48,-0.19,0.28,2.02,1.24,-4.83,1.22,0.33,0.73,-2.30,-4.47,-0.13,0.93,0.36,-0.29,-5.53,-2.64,1.03,-0.52,-0.80
199207,-6.07,-3.43,-5.89,-5.29,-5.08,-7.60,-3.38,-3.35,-4.23,-4.74,-7.67,-4.12,-5.16,-4.77,-5.32,-7.78,-3.15,-4.00,-4.13,-5.65,-8.70,-4.62,-3.52,-1.51,-3.52
199208,-3.95,-1.07,-0.42,0.78,0.76,-3.81,-1.46,0.25,-1.32,1.12,-5.40,-2.61,-1.95,-0.04,-1.66,-4.08,-1.01,-0.99,1.69,-0.23,-2.62,-2.44,0.22,1.10,0.44
199209,-8.40,-6.78,-6.47,-4.73,-6.52,-8.82,-7.27,-3.56,-5.37,-4.36,-9.43,-5.45,-3.25,-3.35,-4.30,-12.31,-5.98,-4.12,-2.08,-0.85,-3.83,-4.00,-1.41,-1.05,-0.07
199210,-8.60,-10.11,-11.14,-10.64,-11.12,-6.17,-9.15,-9.38,-9.11,-10.32,-5.09,-10.63,-9.17,-10.23,-10.24,2.07,-6.85,-9.89,-9.44,-8.83,-5.81,-7.56,-8.04,-7.79,-7.11
199211,-2.85,-4.15,-3.47,-3.31,-1.53,-2.84,-3.66,-2.57,-3.09,-1.64,1.42,-1.57,-2.56,-1.22,-2.14,-1.98,-2.03,-2.30,-1.97,-1.70,0.57,1.31,0.66,-0.05,-0.81
199212,-0.00,2.01,0.34,0.66,2.93,0.46,2.51,2.17,2.33,0.69,0.84,2.05,1.58,0.98,0.60,-0.03,0.92,1.09,1.49,1.88,0.11,1.12,0.54,1.62,3.28
199301,5.97,2.86,3.05,2.98,4.65,3.99,3.96,2.80,3.98,5.91,5.30,2.35,4.75,3.01,5.25,7.88,3.51,2.04,1.47,2.10,4.89,1.00,-0.78,-0.76,-0.98
199302,1.19,0.18,-1.22,-0.01,1.95,1.45,-0.92,-0.36,-0.03,0.13,1.57,1.63,0.15,0.03,0.51,1.15,2.56,1.80,-0.24,1.52,4.28,0.97,3.15,1.34,0.19
199303,6.14,5.70,7.53,6.59,9.23,5.62,6.93,5.67,7.36,7.11,5.88,5.48,7.27,8.74,8.85,4.36,6.40,5.55,6.32,9.84,4.13,4.25,3.76,6.66,7.44
199304,7.00,5.04,4.57,5.85,6.64,7.23,4.36,3.38,4.48,6.65,7.92,3.84,4.47,3.54,5.28,6.02,3.01,2.98,2.19,4.50,1.45,3.41,1.97,-0.31,1.44
199305,3.41,0.72,1.57,2.10,1.74,1.35,0.80,0.65,-0.02,1.36,4.03,-0.59,0.97,0.17,0.63,1.69,-0.38,0.30,0.55,0.53,-0.36,-0.10,0.71,1.79,2.73
199306,-5.99,-4.59,-4.51,-2.97,-3.33,-5.69,-5.96,-4.36,-3.49,-5.02,-6.29,-4.41,-3.97,-2.82,-2.76,-4.51,-4.84,-4.86,-4.50,-2.95,-2.42,-3.00,-3.43,-1.34,-1.79
199307,1.78,-0.09,-0.48,-0.21,1.63,1.02,-1.31,-0.17,-0.30,2.75,2.66,-0.22,-0.85,-1.23,0.92,1.66,0.43,1.46,2.83,1.23,0.74,1.17,2.15,-0.19,2.34
199308,11.69,8.26,8.60,9.90,8.87,9.58,9.59,9.35,8.10,10.73,10.97,9.95,7.51,9.65,8.30,10.17,9.19,10.05,8.96,9.20,9.19,9.17,10.07,7.50,7.27
199309,0.38,1.71,3.25,1.63,3.97,-1.02,1.19,1.15,1.21,0.47,-1.57,0.70,-0.21,0.58,0.75,-0.98,-0.42,-0.30,-0.41,-0.46,-3.77,0.06,-1.01,0.52,0.51
199310,-1.81,1.41,-0.50,1.49,3.58,-0.72,0.23,1.74,1.19,2.20,0.14,1.86,2.32,1.32,1.58,0.91,1.43,3.23,1.43,2.70,1.54,3.19,3.90,3.65,2.80
199311,-1.06,-0.26,0.16,-1.77,-0.18,-2.58,-0.13,-1.49,-2.58,-2.30,-3.47,-0.54,-1.55,-1.77,-2.50,-1.17,-1.29,-0.61,-0.99,-2.85,-2.05,-1.16,-2.46,-2.01,-4.46
199312,5.04,6.60,4.75,5.92,5.70,5.54,3.29,4.66,7.64,6.35,6.93,5.23,5.08,5.97,6.52,7.25,7.88,5.54,8.91,8.35,6.86,7.38,7.85,8.29,8.36
199401,11.89,12.03,13.14,13.09,15.40,10.47,9.63,8.98,11.77,13.98,9.62,10.10,11.56,11.53,12.07,7.72,6.79,7.58,9.61,12.88,6.37,3.95,3.21,4.24,9.40
199402,2.10,2.41,2.98,2.41,1.34,0.48,0.28,0.62,0.74,0.83,-0.74,0.17,-0.46,-0.60,-0.60,-0.99,-0.27,-1.62,-2.11,-3.02,-3.09,-4.35,-3.89,-4.87,-4.32
199403,0.29,1.57,0.21,-0.56,-3.67,0.72,-0.15,0.23,-3.08,-4.30,0.43,-0.07,-0.37,-2.94,-2.71,2.79,-0.16,0.94,-3.82,-4.07,-2.03,-3.20,-3.80,-2.50,-2.52
199404,3.28,3.38,3.18,4.27,3.88,5.37,3.44,5.22,3.20,3.90,3.37,3.05,3.70,4.12,3.44,4.34,4.26,5.03,2.70,3.70,3.74,4.32,5.81,2.58,4.09
199405,-3.05,-0.87,-1.39,-0.55,-2.49,-1.93,-1.66,-2.53,-1.74,-1.74,-2.60,-3.41,-3.20,-1.98,-1.84,-2.14,-2.59,-4.01,-3.32,-3.25,-3.99,-4.83,-2.79,-5.10,-4.27
199406,0.01,0.48,-0.18,-0.64,-2.12,-1.52,-1.34,-0.70,-1.41,-1.30,0.52,-2.24,-0.80,-1.43,-1.53,-1.41,-2.56,0.46,-2.09,-2.12,0.31,-1.37,-0.13,-0.82,-2.36
199407,0.22,1.10,1.22,1.42,2.34,1.13,2.05,1.70,2.37,3.16,2.44,3.23,3.06,3.13,4.34,3.19,4.67,3.51,3.87,4.76,5.48,5.71,5.68,4.35,6.87
199408,0.20,0.92,2.12,1.50,1.75,0.99,1.69,2.39,1.16,2.24,1.52,1.27,0.29,1.75,1.04,2.40,0.93,0.91,1.89,0.06,2.41,2.77,2.83,2.61,1.44
199409,2.27,0.60,0.06,0.19,0.69,-3.31,-1.16,-0.59,-0.79,0.70,-1.24,-1.99,-2.09,-1.45,-1.42,-3.93,-2.38,-3.69,-2.05,-2.02,-4.09,-4.57,-3.06,-4.33,-2.44
199410,0.78,1.30,1.46,1.36,1.83,1.15,1.57,0.26,0.79,1.41,2.09,-0.33,1.96,2.30,0.69,2.25,4.43,2.18,1.46,2.65,5.11,4.06,4.75,4.52,4.79
199411,-4.81,-4.80,-5.23,-4.93,-4.29,-3.23,-3.42,-4.87,-5.06,-3.61,-4.38,-4.24,-4.76,-5.63,-4.13,-3.57,-3.82,-4.62,-4.23,-4.43,-2.84,-3.65,-4.69,-4.85,-5.55
199412,0.10,1.39,0.59,1.71,1.23,-0.18,-0.29,1.95,1.29,0.58,0.91,0.08,1.67,1.45,0.85,0.97,-0.29,0.99,0.59,-0.19,0.42,-0.45,0.44,0.51,1.21
199501,-1.30,-0.52,0.15,3.30,1.26,-2.08,6.46,0.43,0.03,1.82,-2.96,-1.33,-0.17,-1.79,1.39,-3.81,-1.84,-0.22,-1.17,-0.25,-2.72,-2.40,-0.44,-0.44,0.99
199502,-0.95,-0.28,1.72,2.22,2.90,1.52,0.97,2.28,1.94,2.95,1.16,1.62,0.58,1.98,3.13,1.85,0.83,2.06,1.78,3.22,1.72,2.05,3.29,2.30,2.64
199503,0.80,2.03,2.62,4.06,4.24,0.08,1.29,3.29,3.64,2.76,3.26,2.54,2.12,2.86,2.66,1.13,4.45,3.28,4.05,-0.94,5.78,6.88,4.10,3.64,2.50
199504,0.73,0.34,-0.72,0.82,1.03,1.84,1.13,1.39,1.30,1.78,1.78,1.95,1.54,2.89,2.68,4.81,3.21,2.10,2.74,3.77,4.38,2.45,2.83,2.89,4.37
199505,1.86,1.97,2.42,0.06,1.34,4.08,1.28,2.87,0.54,1.13,2.73,3.09,1.63,1.47,2.55,2.28,3.05,2.37,2.10,0.67,1.76,2.25,2.00,2.69,2.65
199506,-0.02,2.39,2.41,3.40,2.90,-0.65,2.05,0.94,2.74,4.09,0.66,0.55,0.63,2.59,2.17,-0.69,0.54,2.17,2.56,4.23,-1.38,0.09,1.03,1.69,3.40
199507,1.99,2.09,1.81,2.78,4.04,2.60,1.50,2.85,5.20,3.94,3.11,2.88,2.62,3.84,4.59,3.54,2.66,3.92,3.79,1.76,5.99,4.64,4.97,3.81,5.43
199508,-2.72,-1.93,-4.02,-3.08,-0.10,-2.59,-3.71,-3.94,-1.87,0.43,-4.17,-3.93,-3.59,-2.74,-1.32,-4.95,-3.78,-4.08,-4.79,-3.50,-4.33,-4.44,-3.85,-4.30,-1.69
199509,-0.13,2.24,3.25,3.76,4.27,-1.75,0.33,3.39,3.95,5.03,0.44,1.24,1.46,4.19,6.37,-1.46,-0.14,2.70,3.49,4.01,-0.32,0.51,2.92,3.78,6.20
199510,-2.77,-1.05,0.42,0.55,2.34,-5.08,-2.23,-0.03,0.29,1.46,-4.40,-2.24,-1.75,-1.79,0.33,-4.03,-1.11,-2.40,-0.47,-0.50,-3.39,-1.67,-0.48,1.49,1.34
199511,-4.55,-3.39,-2.49,-1.13,-0.16,-3.68,-4.10,-3.73,-3.04,-1.54,-2.84,-3.02,-2.42,3.08,-2.12,-2.12,-1.61,-1.13,-1.27,0.10,-1.21,-0.08,-0.05,0.88,1.79
199512,1.53,0.45,0.56,2.53,1.07,2.64,1.20,1.11,1.37,1.61,2.29,0.37,3.13,1.68,1.92,1.89,1.96,3.57,1.81,2.59,2.34,2.13,4.83,2.59,1.49
199601,0.00,-0.29,-0.18,0.17,1.46,0.76,-1.88,-0.23,1.55,2.82,2.81,0.53,-0.55,1.81,0.92,3.77,1.29,1.16,2.07,0.09,1.74,1.95,0.13,1.43,-1.72
199602,2.85,2.77,3.09,5.33,5.07,3.01,2.78,4.08,5.85,5.27,2.88,2.79,4.32,2.99,5.66,3.44,2.86,3.82,5.34,6.18,1.80,0.84,0.82,1.76,2.53
199603,0.81,1.33,2.32,2.59,3.23,-0.59,0.05,2.56,4.19,2.10,0.82,0.35,2.26,3.17,3.36,-0.93,1.77,1.66,2.07,4.76,-0.09,0.14,0.01,3.44,1.00
199604,0.15,0.69,1.34,2.37,1.77,0.64,0.15,1.86,1.43,3.88,0.28,1.84,1.69,2.91,4.15,1.12,1.85,1.41,2.29,2.25,1.14,1.05,0.79,1.31,-0.24
199605,3.25,2.72,4.53,3.37,6.51,2.15,1.66,2.61,2.84,5.43,2.12,2.30,0.28,2.64,5.09,1.46,1.18,1.53,2.96,4.12,0.22,1.48,2.78,0.71,1.76
199606,-0.92,0.81,0.34,0.82,0.32,-0.73,1.08,0.09,1.27,0.52,-0.43,-1.15,1.55,0.80,0.33,-0.12,-1.36,0.88,0.74,0.33,-1.79,2.08,0.31,0.76,2.05
199607,-0.26,0.91,-0.54,-1.22,0.41,-0.57,-0.23,-1.74,-2.24,-4.15,-2.10,-1.25,-1.35,-2.76,-3.58,-1.45,0.09,-1.26,-2.21,-1.75,1.08,-1.50,-0.81,-2.05,-1.73
199608,0.47,0.35,1.23,2.57,2.94,0.85,0.48,0.65,2.04,3.79,0.23,1.09,3.01,2.97,4.41,0.38,2.31,2.29,2.33,3.82,1.14,1.11,4.06,3.74,3.81
199609,-2.82,-0.22,-0.67,0.41,0.65,-2.26,-0.69,-0.33,0.17,1.12,-2.80,-1.85,-0.41,1.14,0.24,-0.81,-1.09,0.15,0.87,0.61,1.19,1.86,0.62,3.99,1.98
199610,-0.19,1.28,2.51,2.41,5.05,0.41,2.30,3.16,2.90,4.17,0.42,2.77,3.85,3.43,6.45,1.15,2.38,1.65,2.15,2.53,-0.65,1.20,2.87,3.65,2.16
199611,0.77,1.83,2.34,2.27,5.18,1.48,2.62,3.87,3.13,3.47,1.55,1.37,1.67,3.69,3.12,3.19,1.88,1.58,2.79,5.22,5.07,4.08,5.62,5.35,5.29
199612,1.68,2.01,2.09,2.17,3.38,1.71,2.37,1.07,3.06,2.85,0.58,1.29,4.06,2.92,4.16,1.36,2.64,4.31,2.90,3.94,0.53,2.06,2.41,3.41,3.09
199701,0.33,-1.04,0.56,0.63,2.63,0.38,0.48,2.47,1.37,0.82,1.12,-0.19,-0.35,1.80,1.77,-1.25,-0.74,0.29,0.86,2.01,1.82,-1.27,-1.45,0.15,0.63
199702,1.52,1.53,2.46,2.41,3.36,0.31,0.73,1.56,2.82,3.79,-0.16,-1.18,2.42,1.63,1.55,0.40,1.02,1.71,0.52,1.74,2.50,0.34,2.63,1.39,-1.12
199703,1.26,2.20,0.66,1.71,1.07,1.88,1.71,1.97,1.90,1.78,1.92,2.79,0.26,0.96,1.06,3.24,0.92,2.09,-0.83,4.50,3.32,3.03,3.47,2.22,1.98
199704,-2.25,-1.12,-1.56,-1.53,-0.25,-2.56,-2.34,-2.29,-1.47,-2.60,-2.70,-2.36,0.37,-1.42,-1.55,-3.09,-2.02,-0.86,-2.30,-2.63,-1.70,0.23,-2.18,-0.21,3.90
199705,1.65,2.00,3.43,4.24,3.07,4.57,3.81,2.72,3.25,4.56,3.04,2.39,2.96,3.71,5.26,2.05,2.23,3.91,4.89,5.16,1.09,4.35,4.50,5.84,5.98
199706,-0.62,1.23,1.13,1.13,0.55,0.65,0.21,2.63,1.97,0.92,1.98,1.78,1.26,2.19,1.93,1.51,3.14,3.85,3.65,2.31,5.05,3.34,5.14,5.69,4.63
199707,-3.31,-2.88,-2.05,-0.78,-1.01,-1.31,-2.50,-1.82,0.16,-0.96,-0.19,1.19,-0.50,-1.19,0.59,0.78,-0.12,-0.23,3.24,3.35,1.65,2.62,5.32,5.32,6.47
199708,1.16,0.45,0.95,-0.46,0.10,2.97,0.56,0.55,-0.88,2.13,-0.50,-1.77,-0.82,-1.87,-0.28,-1.15,-2.33,-2.64,-3.37,-2.20,-1.58,-6.63,-7.25,-5.95,-5.87
199709,5.93,4.66,4.31,4.13,8.94,5.20,3.75,5.67,6.74,9.66,5.67,5.22,7.57,7.04,10.07,5.12,7.62,7.73,6.19,9.07,7.34,10.43,8.26,10.54,11.92
199710,0.51,-0.99,0.03,-0.06,-0.73,-1.10,0.90,-0.40,0.13,-1.45,-1.31,-0.34,-1.53,-2.16,-2.50,-3.29,-3.58,-3.30,-2.84,-3.37,-5.51,-5.46,-5.01,-3.56,-8.04
199711,-1.91,-1.41,-2.16,-1.40,1.00,-2.27,-1.54,-0.21,-0.59,-2.29,-1.67,-0.68,-0.21,-2.14,-2.35,0.45,-1.87,-0.43,-1.02,1.04,3.47,2.25,2.10,1.66,0.64
199712,-2.59,-0.55,-0.62,-1.26,-0.13,-1.71,-0.12,-0.80,0.50,0.05,-1.03,0.65,1.36,1.82,1.06,-0.75,0.78,1.59,1.14,2.97,-0.43,2.61,3.90,4.70,4.30
199801,1.36,0.99,2.96,2.32,3.41,2.42,2.02,2.02,2.72,2.68,0.01,1.46,2.98,2.95,3.58,-0.58,2.14,4.25,3.25,5.54,-0.41,0.77,3.23,5.12,5.50
199802,4.50,5.55,6.54,6.89,7.98,4.27,5.71,5.61,7.41,9.51,7.16,5.40,6.65,7.29,10.10,8.37,7.46,9.22,8.57,9.92,7.07,10.78,9.89,6.43,7.25
199803,6.38,7.01,7.20,8.15,9.14,5.89,7.01,7.63,11.25,11.88,7.21,5.27,9.19,12.55,14.29,7.73,7.64,8.40,11.99,12.05,8.43,6.50,7.08,7.53,5.88
199804,4.37,5.44,4.85,5.89,9.96,3.24,5.70,4.28,3.30,3.35,5.04,4.13,2.37,2.06,4.66,4.86,5.94,2.69,2.97,1.74,5.35,3.17,2.22,1.38,2.24
199805,3.37,3.80,2.90,5.45,8.51,3.05,4.21,4.73,2.88,3.84,2.98,3.57,3.70,3.54,8.18,3.73,5.18,2.92,2.25,5.83,1.57,2.91,2.21,1.21,3.10
199806,-3.83,-1.50,-2.80,-1.34,-4.47,-4.40,-3.04,-3.58,-3.98,-5.78,-6.71,-3.95,-4.37,-2.13,-2.87,-3.77,-3.50,-0.02,-1.46,-2.44,-2.40,-1.44,1.90,2.13,2.96
199807,-2.58,-1.31,-0.50,0.66,2.70,-3.01,-3.71,-0.79,-0.20,2.83,-2.68,-0.78,-0.81,0.60,4.47,-1.33,-0.41,-0.08,5.26,6.24,-0.66,-1.72,1.20,5.38,8.23
199808,-9.73,-6.08,-7.31,-8.45,-11.28,-12.06,-8.45,-10.05,-9.61,-12.69,-11.72,-10.67,-9.76,-13.16,-13.77,-12.31,-8.12,-12.53,-9.51,-12.79,-11.26,-12.02,-10.00,-15.03,-12.44
199809,-3.51,-2.87,-3.55,-2.64,-3.19,-4.80,-2.77,-4.97,-4.18,-6.07,-6.29,-3.53,-4.98,-5.74,-4.36,-5.14,-4.69,-2.60,-4.37,-4.18,3.98,0.99,-4.44,-3.83,-12.55
199810,-0.79,0.55,-0.19,1.14,2.09,3.05,0.96,1.25,1.21,4.26,5.85,3.82,5.99,5.38,5.72,11.65,5.94,7.62,6.72,5.26,5.15,8.22,7.66,9.55,5.71
199811,-0.87,0.29,2.21,3.46,5.94,-0.18,2.98,1.86,4.70,6.47,0.18,0.47,2.57,2.39,4.88,-0.17,3.18,2.58,4.19,6.39,6.98,4.08,5.17,3.99,6.12
199812,-0.90,0.54,0.47,0.97,0.88,-0.65,0.57,2.09,1.57,0.83,-3.19,0.50,1.83,0.45,1.99,-1.30,4.06,2.88,4.88,4.23,1.76,-1.36,3.11,5.83,9.75
199901,1.31,-2.38,-1.72,-0.48,7.91,-1.34,-2.86,-1.92,-4.50,5.80,-1.53,-2.15,-2.26,-1.88,3.38,1.53,-0.62,-1.40,-2.32,8.15,-6.38,-1.63,-1.75,-0.17,5.68
199902,0.17,-1.37,-1.99,0.98,4.28,1.12,-0.73,-1.09,-0.27,2.76,0.35,1.08,-1.68,-2.53,1.19,4.23,-2.33,-2.88,-3.23,-3.32,1.66,0.21,-3.25,-2.78,-3.89
199903,1.60,0.12,0.62,-0.28,0.27,5.57,-0.63,-1.20,0.60,-3.13,5.26,2.43,-1.64,-1.77,-4.09,3.28,1.52,-4.99,-3.81,-4.83,7.08,5.74,0.39,-0.65,-4.80
199904,6.39,3.29,1.58,0.66,6.30,8.88,4.35,2.27,2.49,3.23,10.15,4.92,2.20,0.43,1.91,7.85,6.73,3.92,-0.86,0.14,7.37,9.20,4.04,-1.14,-0.12
199905,0.42,0.59,0.31,1.79,11.15,-0.49,-1.34,-0.18,-0.69,4.12,-2.93,-1.30,-1.75,0.17,0.32,-2.71,-1.08,-3.39,-0.44,0.02,-5.85,-5.75,-4.85,-4.78,-2.71
199906,0.92,0.95,1.50,3.06,10.65,1.15,2.61,-0.50,1.44,4.61,2.68,2.25,1.53,1.55,2.41,0.56,1.37,1.56,2.03,3.87,4.84,1.76,1.48,1.81,2.57
199907,2.76,3.12,4.63,4.35,16.03,2.61,2.12,3.44,4.43,9.02,2.39,2.52,1.65,3.22,8.60,2.27,5.14,1.57,1.37,6.59,1.48,1.15,0.11,0.63,1.54
199908,1.86,0.80,0.33,2.96,20.26,1.92,2.05,2.90,2.44,18.66,0.25,1.22,1.25,2.80,6.89,1.46,0.92,0.68,0.26,2.95,1.66,3.82,0.77,0.86,0.40
199909,-0.42,0.68,1.47,0.89,3.00,-0.59,-0.62,1.50,2.99,3.47,-2.70,0.87,-0.51,0.40,5.18,0.18,-1.68,0.50,-0.34,-1.48,-0.54,1.91,-1.31,-2.43,0.72
199910,-2.63,-1.33,-0.52,-0.37,7.98,-1.94,-1.89,-2.03,-0.49,6.08,-1.23,-2.09,-1.13,-0.23,3.71,-3.53,-0.11,-3.06,-2.28,1.01,1.34,0.08,3.94,4.19,6.96
199911,-2.01,-0.08,-1.05,2.64,17.85,-4.71,-2.24,-0.49,2.74,8.68,-4.46,-1.54,-0.64,1.37,9.04,-2.98,-0.74,1.32,4.69,5.14,-2.44,-2.60,-0.03,5.63,14.66
199912,4.45,4.27,5.83,7.17,8.20,2.80,5.81,5.22,8.27,5.81,5.77,5.21,5.73,6.96,0.84,5.06,3.06,5.12,8.83,11.30,7.63,4.83,6.30,12.01,20.93
200001,1.11,-1.47,-0.14,4.85,7.01,-3.49,-2.22,0.60,1.11,1.06,-9.40,-2.52,-4.16,-0.31,-2.92,-9.57,-8.49,-5.71,-4.59,1.41,-13.05,-11.50,-8.86,-8.41,-0.95
200002,4.78,1.50,2.08,6.66,2.82,1.86,1.35,-0.99,5.62,8.14,2.76,-0.28,3.94,8.35,8.82,-1.89,3.16,-0.49,7.26,14.95,0.69,0.84,2.29,6.41,18.30
200003,2.00,1.30,0.09,-0.53,-8.32,1.88,2.87,1.52,1.58,-10.41,2.78,1.44,2.77,-1.19,-9.91,5.43,4.81,2.18,-2.53,-5.31,6.08,9.50,6.97,-3.55,-6.76
200004,-5.45,-3.49,-4.67,-7.91,-16.00,-4.41,-3.40,-4.35,-8.21,-14.60,-1.90,-1.14,-3.98,-6.61,-16.51,-2.67,-2.58,-3.07,-7.39,-13.23,-1.72,-2.09,-1.81,-9.46,-7.29
200005,2.40,2.52,3.18,4.44,-0.05,1.76,2.82,3.56,3.19,-1.87,5.20,5.22,5.55,-0.31,-8.08,5.39,2.97,4.30,0.04,-6.43,6.85,3.75,2.09,-2.61,-4.85
200006,1.88,3.08,1.35,0.64,2.22,0.66,1.63,0.19,2.09,5.15,2.31,1.72,1.69,1.34,0.94,2.79,3.06,2.18,2.16,4.54,1.32,2.86,3.75,-2.24,-0.01
200007,-2.67,-2.22,-1.07,-2.39,-3.79,-1.72,-1.24,-0.48,-0.25,-1.78,1.03,-0.44,-0.12,0.39,-0.31,-2.39,0.29,0.19,1.18,3.82,-0.88,1.48,-1.70,0.48,-4.19
200008,-4.74,-2.58,-2.29,0.19,5.82,-2.95,-1.80,0.57,0.24,5.14,-1.92,-0.60,-0.47,-2.17,4.77,-1.68,-3.26,-0.99,0.66,3.58,-2.28,-1.67,0.65,-2.90,-0.71
200009,-2.87,-1.44,-1.09,-1.53,-2.76,-0.01,-2.22,-1.90,-1.03,-1.36,-2.87,-2.18,-1.90,-3.12,-6.01,-1.87,-1.55,-4.49,-2.91,-7.03,-0.88,-2.66,-2.05,-4.07,-11.21
