TIME_PERIOD,Portfolio,Return
2010-06-30,"{""Market_Return"",""EU""}",-0.006974969021762854
2010-07-31,"{""Market_Return"",""EU""}",0.05442087377762616
2010-08-31,"{""Market_Return"",""EU""}",-0.016449614809954376
2010-09-30,"{""Market_Return"",""EU""}",0.03660297935114209
2010-10-31,"{""Market_Return"",""EU""}",0.033825251640530275
2010-11-30,"{""Market_Return"",""EU""}",-0.01990650970120616
2010-12-31,"{""Market_Return"",""EU""}",0.06073190330382437
2011-01-31,"{""Market_Return"",""EU""}",0.012620546771657054
2011-02-28,"{""Market_Return"",""EU""}",0.020259726608153034
2011-03-31,"{""Market_Return"",""EU""}",-0.02813216634479528
2011-04-30,"{""Market_Return"",""EU""}",0.03345973977108903
2011-05-31,"{""Market_Return"",""EU""}",0.0010347056789637191
2011-06-30,"{""Market_Return"",""EU""}",-0.02547768889667901
2011-07-31,"{""Market_Return"",""EU""}",-0.02035684227614867
2011-08-31,"{""Market_Return"",""EU""}",-0.11215348299634022
2011-09-30,"{""Market_Return"",""EU""}",-0.054027068495125015
2011-10-31,"{""Market_Return"",""EU""}",0.07531876363787915
2011-11-30,"{""Market_Return"",""EU""}",-0.009438050686036115
2011-12-31,"{""Market_Return"",""EU""}",0.014517808078717847
2012-01-31,"{""Market_Return"",""EU""}",0.03803379122640703
2012-02-29,"{""Market_Return"",""EU""}",0.04580433144394741
2012-03-31,"{""Market_Return"",""EU""}",0.004150476582142763
2012-04-30,"{""Market_Return"",""EU""}",-0.014217489837424976
2012-05-31,"{""Market_Return"",""EU""}",-0.06635312017802543
2012-06-30,"{""Market_Return"",""EU""}",0.05568033181064951
2012-07-31,"{""Market_Return"",""EU""}",0.030931058413503736
2012-08-31,"{""Market_Return"",""EU""}",0.018079965425315866
2012-09-30,"{""Market_Return"",""EU""}",0.009100611289126852
2012-10-31,"{""Market_Return"",""EU""}",0.011828183999984969
2012-11-30,"{""Market_Return"",""EU""}",0.023452544019813282
2012-12-31,"{""Market_Return"",""EU""}",0.01757226709032118
2013-01-31,"{""Market_Return"",""EU""}",0.03415745909122672
2013-02-28,"{""Market_Return"",""EU""}",0.0060973779907261575
2013-03-31,"{""Market_Return"",""EU""}",0.019271334901892367
2013-04-30,"{""Market_Return"",""EU""}",0.020382513987966415
2013-05-31,"{""Market_Return"",""EU""}",0.011651462748896273
2013-06-30,"{""Market_Return"",""EU""}",-0.05375277089150059
2013-07-31,"{""Market_Return"",""EU""}",0.05910947323070238
2013-08-31,"{""Market_Return"",""EU""}",-0.004361613813784539
2013-09-30,"{""Market_Return"",""EU""}",0.04964825251986877
2013-10-31,"{""Market_Return"",""EU""}",0.0348627016583272
2013-11-30,"{""Market_Return"",""EU""}",0.015585550283566226
2013-12-31,"{""Market_Return"",""EU""}",0.010425998642772539
2014-01-31,"{""Market_Return"",""EU""}",-0.010226954488782239
2014-02-28,"{""Market_Return"",""EU""}",0.051333784936309614
2014-03-31,"{""Market_Return"",""EU""}",-0.003342905144166418
2014-04-30,"{""Market_Return"",""EU""}",0.012854703768598149
2014-05-31,"{""Market_Return"",""EU""}",0.02603262399609674
2014-06-30,"{""Market_Return"",""EU""}",-0.00503919303989399
2014-07-31,"{""Market_Return"",""EU""}",-0.02042596541026404
2014-08-31,"{""Market_Return"",""EU""}",0.014074819455373595
2014-09-30,"{""Market_Return"",""EU""}",0.008668073398914606
2014-10-31,"{""Market_Return"",""EU""}",-0.022688244651553894
2014-11-30,"{""Market_Return"",""EU""}",0.024443112621752
2014-12-31,"{""Market_Return"",""EU""}",-0.010214706483939176
2015-01-31,"{""Market_Return"",""EU""}",0.07050368312648538
2015-02-28,"{""Market_Return"",""EU""}",0.06828604066350889
2015-03-31,"{""Market_Return"",""EU""}",0.020840499478608134
2015-04-30,"{""Market_Return"",""EU""}",0.005292045934910782
2015-05-31,"{""Market_Return"",""EU""}",0.020514599377721942
2015-06-30,"{""Market_Return"",""EU""}",-0.04726836943930944
2015-07-31,"{""Market_Return"",""EU""}",0.044701246673042504
2015-08-31,"{""Market_Return"",""EU""}",-0.08138072414927067
2015-09-30,"{""Market_Return"",""EU""}",-0.04210105135423075
2015-10-31,"{""Market_Return"",""EU""}",0.08011881010075708
2015-11-30,"{""Market_Return"",""EU""}",0.02560300563313966
2015-12-31,"{""Market_Return"",""EU""}",-0.04680940411313508
2016-01-31,"{""Market_Return"",""EU""}",-0.06793824269736927
2016-02-29,"{""Market_Return"",""EU""}",-0.014539021248085333
2016-03-31,"{""Market_Return"",""EU""}",0.020655736889359008
2016-04-30,"{""Market_Return"",""EU""}",0.02274219851116672
2016-05-31,"{""Market_Return"",""EU""}",0.018246138342678568
2016-06-30,"{""Market_Return"",""EU""}",-0.04578030568454259
2016-07-31,"{""Market_Return"",""EU""}",0.04330898086115473
2016-08-31,"{""Market_Return"",""EU""}",0.0056579443310199595
2016-09-30,"{""Market_Return"",""EU""}",0.006927106800141456
2016-10-31,"{""Market_Return"",""EU""}",-0.011621805919428185
2016-11-30,"{""Market_Return"",""EU""}",0.0033202695079871058
2016-12-31,"{""Market_Return"",""EU""}",0.05691703790468045
2017-01-31,"{""Market_Return"",""EU""}",0.007792599680222346
2017-02-28,"{""Market_Return"",""EU""}",0.022400293686494682
2017-03-31,"{""Market_Return"",""EU""}",0.03379909223598959
2017-04-30,"{""Market_Return"",""EU""}",0.023707756643931276
2017-05-31,"{""Market_Return"",""EU""}",0.023426010457827995
2017-06-30,"{""Market_Return"",""EU""}",-0.022988593737259796
2017-07-31,"{""Market_Return"",""EU""}",0.007582209710202855
2017-08-31,"{""Market_Return"",""EU""}",-0.006520703733814343
2017-09-30,"{""Market_Return"",""EU""}",0.030017701720166816
2017-10-31,"{""Market_Return"",""EU""}",0.021205563569191073
2017-11-30,"{""Market_Return"",""EU""}",-0.017748517091302145
2017-12-31,"{""Market_Return"",""EU""}",0.0034626723864538403
2018-01-31,"{""Market_Return"",""EU""}",0.01661387917056055
2018-02-28,"{""Market_Return"",""EU""}",-0.03387650631804778
2018-03-31,"{""Market_Return"",""EU""}",-0.014716339333009667
2018-04-30,"{""Market_Return"",""EU""}",0.04429303772179643
2018-05-31,"{""Market_Return"",""EU""}",0.0055272708557585004
2018-06-30,"{""Market_Return"",""EU""}",-0.004859845589362205
2018-07-31,"{""Market_Return"",""EU""}",0.02122780933744902
2018-08-31,"{""Market_Return"",""EU""}",-0.01790024458664617
2018-09-30,"{""Market_Return"",""EU""}",0.009302812784800695
2018-10-31,"{""Market_Return"",""EU""}",-0.061989259603543116
2018-11-30,"{""Market_Return"",""EU""}",-0.014729706290478184
2018-12-31,"{""Market_Return"",""EU""}",-0.051616402289968194
2019-01-31,"{""Market_Return"",""EU""}",0.0604536026809123
2019-02-28,"{""Market_Return"",""EU""}",0.037544641682144504
2019-03-31,"{""Market_Return"",""EU""}",0.023406505373853727
2019-04-30,"{""Market_Return"",""EU""}",0.04114645781089833
2019-05-31,"{""Market_Return"",""EU""}",-0.045925137874148494
2019-06-30,"{""Market_Return"",""EU""}",0.03930382980458757
2019-07-31,"{""Market_Return"",""EU""}",-0.0032913692070964647
2019-08-31,"{""Market_Return"",""EU""}",-0.01186035275202301
2019-09-30,"{""Market_Return"",""EU""}",0.0376934902117411
2019-10-31,"{""Market_Return"",""EU""}",0.00940654186246452
2019-11-30,"{""Market_Return"",""EU""}",0.03507498583217923
2019-12-31,"{""Market_Return"",""EU""}",0.018725434668972838
2020-01-31,"{""Market_Return"",""EU""}",-0.00791822452149265
2020-02-29,"{""Market_Return"",""EU""}",-0.08261514700749592
2020-03-31,"{""Market_Return"",""EU""}",-0.15131925081607858
2020-04-30,"{""Market_Return"",""EU""}",0.07492604580826055
2020-05-31,"{""Market_Return"",""EU""}",0.029723595161491794
2020-06-30,"{""Market_Return"",""EU""}",0.033473129960301766
2020-07-31,"{""Market_Return"",""EU""}",-0.017853148098978675
2020-08-31,"{""Market_Return"",""EU""}",0.04264153737968245
2020-09-30,"{""Market_Return"",""EU""}",-0.00996746664624132
2020-10-31,"{""Market_Return"",""EU""}",-0.046537832539680135
2020-11-30,"{""Market_Return"",""EU""}",0.13931895946066894
2020-12-31,"{""Market_Return"",""EU""}",0.031251667583286576
2021-01-31,"{""Market_Return"",""EU""}",-0.0015752027378701707
2021-02-28,"{""Market_Return"",""EU""}",0.026934905422541122
2021-03-31,"{""Market_Return"",""EU""}",0.0668194820333435
2021-04-30,"{""Market_Return"",""EU""}",0.021662512061988336
2021-05-31,"{""Market_Return"",""EU""}",0.03500346579371342
2021-06-30,"{""Market_Return"",""EU""}",0.009518869671204645
2021-07-31,"{""Market_Return"",""EU""}",0.020857546750251043
2021-08-31,"{""Market_Return"",""EU""}",0.01920109023946937
2021-09-30,"{""Market_Return"",""EU""}",-0.0286413035707114
2021-10-31,"{""Market_Return"",""EU""}",0.03676751297330138
2021-11-30,"{""Market_Return"",""EU""}",-0.0186298824204637
2021-12-31,"{""Market_Return"",""EU""}",0.05543679125988159
2022-01-31,"{""Market_Return"",""EU""}",-0.038551553687794664
2022-02-28,"{""Market_Return"",""EU""}",-0.04092559534882243
2022-03-31,"{""Market_Return"",""EU""}",0.005623094328510514
2022-04-30,"{""Market_Return"",""EU""}",-0.008049983296493701
2022-05-31,"{""Market_Return"",""EU""}",-0.0028935381423705405
2022-06-30,"{""Market_Return"",""EU""}",-0.07407843573052085
2022-07-31,"{""Market_Return"",""EU""}",0.0724204762572583
2022-08-31,"{""Market_Return"",""EU""}",-0.045704534364019535
2022-09-30,"{""Market_Return"",""EU""}",-0.07265616173640356
2022-10-31,"{""Market_Return"",""EU""}",0.05129313489826428
2022-11-30,"{""Market_Return"",""EU""}",0.07870223544987485
2022-12-31,"{""Market_Return"",""EU""}",-0.03425197412857649
2023-01-31,"{""Market_Return"",""EU""}",0.06827034336274938
2023-02-28,"{""Market_Return"",""EU""}",0.009288316923691786
2023-03-31,"{""Market_Return"",""EU""}",0.0007181341075338494
2023-04-30,"{""Market_Return"",""EU""}",0.02840477861692236
2023-05-31,"{""Market_Return"",""EU""}",-0.02566928709825086
2023-06-30,"{""Market_Return"",""EU""}",0.02689125129700958
2023-07-31,"{""Market_Return"",""EU""}",0.014430627856818706
2023-08-31,"{""Market_Return"",""EU""}",-0.027592823755050924
2023-09-30,"{""Market_Return"",""EU""}",-0.020516932727707902
2023-10-31,"{""Market_Return"",""EU""}",-0.04122604131574213
2023-11-30,"{""Market_Return"",""EU""}",0.0652707233264522
2023-12-31,"{""Market_Return"",""EU""}",0.04397376166593572
2024-01-31,"{""Market_Return"",""EU""}",0.008912385127267407
2024-02-29,"{""Market_Return"",""EU""}",0.01819096675447317
2024-03-31,"{""Market_Return"",""EU""}",0.037632188788758174
2024-04-30,"{""Market_Return"",""EU""}",-0.012812727294657284
2024-05-31,"{""Market_Return"",""EU""}",0.04102441198121004
2024-06-30,"{""Market_Return"",""EU""}",-0.015443453738230296
2024-07-31,"{""Market_Return"",""EU""}",0.009360529586082243
2024-08-31,"{""Market_Return"",""EU""}",0.011082585891349998
2024-09-30,"{""Market_Return"",""EU""}",-0.0015639397655189894
2024-10-31,"{""Market_Return"",""EU""}",-0.02937691649040458
2024-11-30,"{""Market_Return"",""EU""}",0.009749428580591383
2024-12-31,"{""Market_Return"",""EU""}",-0.004751487725590422
2007-08-31,"{""Tech Stocks"",""EU""}",-0.01685654870485223
2007-09-30,"{""Tech Stocks"",""EU""}",0.04321930319486583
2007-10-31,"{""Tech Stocks"",""EU""}",0.051132345815740055
2007-11-30,"{""Tech Stocks"",""EU""}",-0.05141708556330869
2007-12-31,"{""Tech Stocks"",""EU""}",-0.013125725154541072
2008-01-31,"{""Tech Stocks"",""EU""}",-0.10010833893745798
2008-02-29,"{""Tech Stocks"",""EU""}",0.007281466341399181
2008-03-31,"{""Tech Stocks"",""EU""}",-0.04712257778902099
2008-04-30,"{""Tech Stocks"",""EU""}",0.07020988416988416
2008-05-31,"{""Tech Stocks"",""EU""}",0.02951998968274424
2008-06-30,"{""Tech Stocks"",""EU""}",-0.06818208576503437
2008-07-31,"{""Tech Stocks"",""EU""}",-0.044930420857087795
2008-08-31,"{""Tech Stocks"",""EU""}",-0.010685320665083254
2008-09-30,"{""Tech Stocks"",""EU""}",-0.1208243725092639
2008-10-31,"{""Tech Stocks"",""EU""}",-0.05831389041310672
2008-11-30,"{""Tech Stocks"",""EU""}",-0.08464741101595025
2008-12-31,"{""Tech Stocks"",""EU""}",-0.044994891140331957
2009-01-31,"{""Tech Stocks"",""EU""}",-0.016601498127340762
2009-02-28,"{""Tech Stocks"",""EU""}",-0.07974957291996206
2009-03-31,"{""Tech Stocks"",""EU""}",-0.007995160805530475
2009-04-30,"{""Tech Stocks"",""EU""}",0.043186802259887004
2009-05-31,"{""Tech Stocks"",""EU""}",0.030888778550148998
2009-06-30,"{""Tech Stocks"",""EU""}",0.005931300410357779
2009-07-31,"{""Tech Stocks"",""EU""}",0.0938904229735465
2009-08-31,"{""Tech Stocks"",""EU""}",-0.011271174327354458
2009-09-30,"{""Tech Stocks"",""EU""}",0.014040073755378017
2009-10-31,"{""Tech Stocks"",""EU""}",-0.01674233783783791
2009-11-30,"{""Tech Stocks"",""EU""}",0.02052319776342941
2009-12-31,"{""Tech Stocks"",""EU""}",0.0476263917812021
2010-01-31,"{""Tech Stocks"",""EU""}",-0.039978218530717556
2010-02-28,"{""Tech Stocks"",""EU""}",0.004172896094325722
2010-03-31,"{""Tech Stocks"",""EU""}",0.11407092514281458
2010-04-30,"{""Tech Stocks"",""EU""}",-0.00914418325197147
2010-05-31,"{""Tech Stocks"",""EU""}",-0.05354984967904429
2010-06-30,"{""Tech Stocks"",""EU""}",-0.0008774020047266618
2010-07-31,"{""Tech Stocks"",""EU""}",0.05350886552041772
2010-08-31,"{""Tech Stocks"",""EU""}",-0.002145615141955943
2010-09-30,"{""Tech Stocks"",""EU""}",0.05496336459554513
2010-10-31,"{""Tech Stocks"",""EU""}",0.031208486685429904
2010-11-30,"{""Tech Stocks"",""EU""}",0.027068302815817732
2010-12-31,"{""Tech Stocks"",""EU""}",0.0655597365663823
2011-01-31,"{""Tech Stocks"",""EU""}",-0.027224539877300488
2011-02-28,"{""Tech Stocks"",""EU""}",0.022792597947087073
2011-03-31,"{""Tech Stocks"",""EU""}",-0.016419835292461472
2011-04-30,"{""Tech Stocks"",""EU""}",0.04688189771197841
2011-05-31,"{""Tech Stocks"",""EU""}",-0.004994647201946521
2011-06-30,"{""Tech Stocks"",""EU""}",-0.007292672801494718
2011-07-31,"{""Tech Stocks"",""EU""}",-0.019000091164095352
2011-08-31,"{""Tech Stocks"",""EU""}",-0.12930117647058822
2011-09-30,"{""Tech Stocks"",""EU""}",-0.08396652595719474
2011-10-31,"{""Tech Stocks"",""EU""}",0.0767873366188131
2011-11-30,"{""Tech Stocks"",""EU""}",0.02216273662244731
2011-12-31,"{""Tech Stocks"",""EU""}",0.03743467037638155
2012-01-31,"{""Tech Stocks"",""EU""}",-0.0016858378870674073
2012-02-29,"{""Tech Stocks"",""EU""}",0.03463405489846025
2012-03-31,"{""Tech Stocks"",""EU""}",0.023423360287511345
2012-04-30,"{""Tech Stocks"",""EU""}",0.01964074466474955
2012-05-31,"{""Tech Stocks"",""EU""}",-0.029858227848101392
2012-06-30,"{""Tech Stocks"",""EU""}",0.04632456711675929
2012-07-31,"{""Tech Stocks"",""EU""}",0.04643357212634314
2012-08-31,"{""Tech Stocks"",""EU""}",0.004753469193561273
2012-09-30,"{""Tech Stocks"",""EU""}",0.003223093580819807
2012-10-31,"{""Tech Stocks"",""EU""}",0.01286492726852913
2012-11-30,"{""Tech Stocks"",""EU""}",0.04026044201447718
2012-12-31,"{""Tech Stocks"",""EU""}",0.013270198575110186
2013-01-31,"{""Tech Stocks"",""EU""}",0.031955808118081
2013-02-28,"{""Tech Stocks"",""EU""}",0.023913093152562938
2013-03-31,"{""Tech Stocks"",""EU""}",0.02991647793830552
2013-04-30,"{""Tech Stocks"",""EU""}",0.019541309669522635
2013-05-31,"{""Tech Stocks"",""EU""}",0.01793953559895442
2013-06-30,"{""Tech Stocks"",""EU""}",-0.052888761467889935
2013-07-31,"{""Tech Stocks"",""EU""}",0.07999909604519786
2013-08-31,"{""Tech Stocks"",""EU""}",-0.014029089535323181
2013-09-30,"{""Tech Stocks"",""EU""}",0.05899600148093299
2013-10-31,"{""Tech Stocks"",""EU""}",0.04339267648999339
2013-11-30,"{""Tech Stocks"",""EU""}",0.028662287855410966
2013-12-31,"{""Tech Stocks"",""EU""}",0.017642092669132126
2014-01-31,"{""Tech Stocks"",""EU""}",0.00993872447469684
2014-02-28,"{""Tech Stocks"",""EU""}",0.06108379063201312
2014-03-31,"{""Tech Stocks"",""EU""}",-0.024935240789091893
2014-04-30,"{""Tech Stocks"",""EU""}",-0.012341169675090243
2014-05-31,"{""Tech Stocks"",""EU""}",0.02070845888145783
2014-06-30,"{""Tech Stocks"",""EU""}",-0.007818765558646846
2014-07-31,"{""Tech Stocks"",""EU""}",-0.0254931758726363
2014-08-31,"{""Tech Stocks"",""EU""}",0.010424931756141974
2014-09-30,"{""Tech Stocks"",""EU""}",0.017057553842485904
2014-10-31,"{""Tech Stocks"",""EU""}",-0.027238853401469358
2014-11-30,"{""Tech Stocks"",""EU""}",0.01873504766482441
2014-12-31,"{""Tech Stocks"",""EU""}",-0.00596619718309853
2015-01-31,"{""Tech Stocks"",""EU""}",0.09177714285714274
2015-02-28,"{""Tech Stocks"",""EU""}",0.0508419928825623
2015-03-31,"{""Tech Stocks"",""EU""}",0.020156148340924034
2015-04-30,"{""Tech Stocks"",""EU""}",-0.013894239857333589
2015-05-31,"{""Tech Stocks"",""EU""}",0.03347707383773923
2015-06-30,"{""Tech Stocks"",""EU""}",-0.04604432925194388
2015-07-31,"{""Tech Stocks"",""EU""}",0.06044010212455533
2015-08-31,"{""Tech Stocks"",""EU""}",-0.07990634864021373
2015-09-30,"{""Tech Stocks"",""EU""}",-0.030362492189592274
2015-10-31,"{""Tech Stocks"",""EU""}",0.06630351275301834
2015-11-30,"{""Tech Stocks"",""EU""}",0.03890341242083352
2015-12-31,"{""Tech Stocks"",""EU""}",-0.02848496371819593
2016-01-31,"{""Tech Stocks"",""EU""}",-0.06194337912087903
2016-02-29,"{""Tech Stocks"",""EU""}",-0.015715650257163816
2016-03-31,"{""Tech Stocks"",""EU""}",0.019751813790074665
2016-04-30,"{""Tech Stocks"",""EU""}",0.003014206787687357
2016-05-31,"{""Tech Stocks"",""EU""}",0.03939663797740749
2016-06-30,"{""Tech Stocks"",""EU""}",-0.015208899297424097
2016-07-31,"{""Tech Stocks"",""EU""}",0.03867087195176822
2016-08-31,"{""Tech Stocks"",""EU""}",-0.008694843693855604
2016-09-30,"{""Tech Stocks"",""EU""}",0.020840605680494378
2016-10-31,"{""Tech Stocks"",""EU""}",-0.018594692124977143
2016-11-30,"{""Tech Stocks"",""EU""}",0.0013505782792667276
2016-12-31,"{""Tech Stocks"",""EU""}",0.038781519779906834
2017-01-31,"{""Tech Stocks"",""EU""}",0.018620297536029968
2017-02-28,"{""Tech Stocks"",""EU""}",0.002324997640841531
2017-03-31,"{""Tech Stocks"",""EU""}",0.03561365634645995
2017-04-30,"{""Tech Stocks"",""EU""}",0.02439929551692586
2017-05-31,"{""Tech Stocks"",""EU""}",0.005626236520809016
2017-06-30,"{""Tech Stocks"",""EU""}",-0.012410410094637144
2017-07-31,"{""Tech Stocks"",""EU""}",0.025201841903299993
2017-08-31,"{""Tech Stocks"",""EU""}",-0.003328964059196693
2017-09-30,"{""Tech Stocks"",""EU""}",0.0297545739454516
2017-10-31,"{""Tech Stocks"",""EU""}",0.027420244028183733
2017-11-30,"{""Tech Stocks"",""EU""}",-0.024388100261625568
2017-12-31,"{""Tech Stocks"",""EU""}",-0.009635820895522472
2018-01-31,"{""Tech Stocks"",""EU""}",0.03187745042947768
2018-02-28,"{""Tech Stocks"",""EU""}",-0.030181652202390837
2018-03-31,"{""Tech Stocks"",""EU""}",-0.018795779563346996
2018-04-30,"{""Tech Stocks"",""EU""}",0.053491911582084696
2018-05-31,"{""Tech Stocks"",""EU""}",0.025667031370202553
2018-06-30,"{""Tech Stocks"",""EU""}",-0.01153585520672479
2018-07-31,"{""Tech Stocks"",""EU""}",0.016796932515337346
2018-08-31,"{""Tech Stocks"",""EU""}",-0.0031803622006697195
2018-09-30,"{""Tech Stocks"",""EU""}",0.020972218382861032
2018-10-31,"{""Tech Stocks"",""EU""}",-0.0763133415797843
2018-11-30,"{""Tech Stocks"",""EU""}",-0.04137267365084952
2018-12-31,"{""Tech Stocks"",""EU""}",-0.03681632314410479
2019-01-31,"{""Tech Stocks"",""EU""}",0.051510271587743545
2019-02-28,"{""Tech Stocks"",""EU""}",0.033577855641205474
2019-03-31,"{""Tech Stocks"",""EU""}",0.0561451179350243
2019-04-30,"{""Tech Stocks"",""EU""}",0.01653815296844357
2019-05-31,"{""Tech Stocks"",""EU""}",-0.00807568827907815
2019-06-30,"{""Tech Stocks"",""EU""}",0.04200117750439375
2019-07-31,"{""Tech Stocks"",""EU""}",0.003697426239799029
2019-08-31,"{""Tech Stocks"",""EU""}",0.00395375135918826
2019-09-30,"{""Tech Stocks"",""EU""}",0.023634860868766483
2019-10-31,"{""Tech Stocks"",""EU""}",-0.004916828043750883
2019-11-30,"{""Tech Stocks"",""EU""}",0.03181101802950266
2019-12-31,"{""Tech Stocks"",""EU""}",0.020092309061776774
2020-01-31,"{""Tech Stocks"",""EU""}",0.007014458921462108
2020-02-29,"{""Tech Stocks"",""EU""}",-0.06847860071057667
2020-03-31,"{""Tech Stocks"",""EU""}",-0.09867568455640736
2020-04-30,"{""Tech Stocks"",""EU""}",0.08129554983449794
2020-05-31,"{""Tech Stocks"",""EU""}",0.031051831896551647
2020-06-30,"{""Tech Stocks"",""EU""}",0.03513684586533316
2020-07-31,"{""Tech Stocks"",""EU""}",-0.004107646860229579
2020-08-31,"{""Tech Stocks"",""EU""}",0.031192763819095574
2020-09-30,"{""Tech Stocks"",""EU""}",0.007985650837034656
2020-10-31,"{""Tech Stocks"",""EU""}",-0.04228199692255089
2020-11-30,"{""Tech Stocks"",""EU""}",0.07273979966611009
2020-12-31,"{""Tech Stocks"",""EU""}",0.03476505582267109
2021-01-31,"{""Tech Stocks"",""EU""}",0.007281657877389591
2021-02-28,"{""Tech Stocks"",""EU""}",0.017057074498803643
2021-03-31,"{""Tech Stocks"",""EU""}",0.057240656716417815
2021-04-30,"{""Tech Stocks"",""EU""}",0.01819814600231766
2021-05-31,"{""Tech Stocks"",""EU""}",0.03966001147446931
2021-06-30,"{""Tech Stocks"",""EU""}",0.001931664422753272
2021-07-31,"{""Tech Stocks"",""EU""}",0.03578989151459083
2021-08-31,"{""Tech Stocks"",""EU""}",0.011046493155315319
2021-09-30,"{""Tech Stocks"",""EU""}",-0.035926055790655484
2021-10-31,"{""Tech Stocks"",""EU""}",0.04822514383855719
2021-11-30,"{""Tech Stocks"",""EU""}",-0.031650048402710386
2021-12-31,"{""Tech Stocks"",""EU""}",0.036173971393254616
2022-01-31,"{""Tech Stocks"",""EU""}",-0.07461016493366784
2022-02-28,"{""Tech Stocks"",""EU""}",-0.05125686221984111
2022-03-31,"{""Tech Stocks"",""EU""}",0.024666633636609134
2022-04-30,"{""Tech Stocks"",""EU""}",0.005725322580645127
2022-05-31,"{""Tech Stocks"",""EU""}",-0.01270512461495386
2022-06-30,"{""Tech Stocks"",""EU""}",-0.05360077019351124
2022-07-31,"{""Tech Stocks"",""EU""}",0.03717220043145716
2022-08-31,"{""Tech Stocks"",""EU""}",-0.022725659999999977
2022-09-30,"{""Tech Stocks"",""EU""}",-0.06544932293803854
2022-10-31,"{""Tech Stocks"",""EU""}",0.043824571313294175
2022-11-30,"{""Tech Stocks"",""EU""}",0.055416769468003085
2022-12-31,"{""Tech Stocks"",""EU""}",-0.023978923682730198
2023-01-31,"{""Tech Stocks"",""EU""}",0.04484069048278428
2023-02-28,"{""Tech Stocks"",""EU""}",0.009338939636500641
2023-03-31,"{""Tech Stocks"",""EU""}",-0.01221329655172397
2023-04-30,"{""Tech Stocks"",""EU""}",0.032436708860759327
2023-05-31,"{""Tech Stocks"",""EU""}",-0.020005110923897576
2023-06-30,"{""Tech Stocks"",""EU""}",0.04116482606294866
2023-07-31,"{""Tech Stocks"",""EU""}",0.0015291662886691882
2023-08-31,"{""Tech Stocks"",""EU""}",-0.023874199484725692
2023-09-30,"{""Tech Stocks"",""EU""}",-0.034149329809325904
2023-10-31,"{""Tech Stocks"",""EU""}",-0.03378011112157466
2023-11-30,"{""Tech Stocks"",""EU""}",0.08667216174183523
2023-12-31,"{""Tech Stocks"",""EU""}",0.02266676923076915
2024-01-31,"{""Tech Stocks"",""EU""}",0.020368644458798428
2024-02-29,"{""Tech Stocks"",""EU""}",0.043359052281544595
2024-03-31,"{""Tech Stocks"",""EU""}",0.04374616594209613
2024-04-30,"{""Tech Stocks"",""EU""}",-0.030157072214965695
2024-05-31,"{""Tech Stocks"",""EU""}",0.052738315517876944
2024-06-30,"{""Tech Stocks"",""EU""}",-0.008570200840728575
2024-07-31,"{""Tech Stocks"",""EU""}",-0.00602077946065748
2024-08-31,"{""Tech Stocks"",""EU""}",0.012481969874627907
2024-09-30,"{""Tech Stocks"",""EU""}",-0.009735619864237037
2024-10-31,"{""Tech Stocks"",""EU""}",-0.018369454144458786
2024-11-30,"{""Tech Stocks"",""EU""}",0.023600359780344606
