DateId,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
193409,-1.72,-2.04,-0.72,1.54,-0.98,0.42
193410,-6.63,-1.19,2.61,-5.11,-1.58,-0.58
193411,12.22,14.86,16.84,6.33,8.14,9.25
193412,0.20,1.89,5.91,-2.34,0.46,1.01
193501,-3.88,-3.83,-3.74,-7.22,-3.22,-1.16
193502,-15.97,-5.09,-1.21,-11.16,-3.21,2.99
193503,-12.64,-8.69,-7.40,-3.04,-3.48,-3.56
193504,15.89,8.57,10.11,11.35,9.96,7.64
193505,2.66,2.55,1.48,9.04,3.88,3.03
193506,-0.71,4.73,7.70,9.11,5.97,6.02
193507,13.05,12.47,12.76,15.64,7.94,6.37
193508,14.34,6.46,4.87,5.56,2.43,2.11
193509,0.69,3.98,8.64,-3.98,2.11,4.69
193510,9.59,8.69,9.67,5.51,6.01,9.06
193511,21.98,10.94,9.90,6.02,4.63,4.03
193512,3.47,6.52,10.17,4.59,3.76,5.29
193601,18.34,11.06,13.35,7.17,6.80,6.27
193602,3.81,6.94,7.38,0.76,2.88,2.25
193603,0.58,1.17,2.15,-0.53,1.62,1.16
193604,-7.90,-14.47,-16.90,-4.70,-8.35,-11.04
193605,3.89,5.27,7.12,4.22,5.54,5.98
193606,-0.68,-0.20,-1.27,2.21,2.31,3.93
193607,9.09,8.55,9.23,2.52,8.42,7.38
193608,1.57,1.95,2.80,0.35,1.48,0.33
193609,2.70,4.19,4.39,0.76,0.55,1.89
193610,6.17,7.34,3.97,5.22,7.42,8.78
193611,7.60,11.57,11.76,3.56,2.52,3.47
193612,2.43,5.35,3.76,-0.99,-0.53,1.93
193701,11.39,8.88,7.13,3.37,2.85,3.65
193702,2.26,3.83,3.50,-0.18,-0.07,4.15
193703,-1.63,-0.77,1.01,-1.45,-0.95,2.54
193704,-10.00,-9.52,-12.49,-6.83,-5.62,-11.41
193705,-3.41,-1.40,-2.32,-0.39,-0.93,-0.35
193706,-9.90,-7.55,-9.17,-3.93,-4.38,-3.09
193707,12.28,9.07,10.83,9.45,7.95,10.00
193708,-4.08,-4.42,-6.07,-4.61,-4.07,-6.34
193709,-20.54,-19.51,-25.70,-10.51,-11.39,-18.98
193710,-10.26,-10.31,-10.70,-8.74,-8.77,-11.21
193711,-12.77,-11.00,-11.66,-3.87,-9.28,-7.61
193712,-15.02,-11.52,-10.49,-7.01,-6.51,-1.84
193801,7.08,4.56,3.82,-0.22,2.05,-0.44
193802,7.82,8.13,4.38,7.47,7.17,5.22
193803,-37.19,-30.22,-22.65,-38.22,-29.02,-21.20
193804,27.83,21.98,16.48,21.37,17.05,13.01
193805,-10.22,-8.02,-3.28,-9.44,-6.92,-2.41
193806,40.50,37.17,15.98,43.65,35.25,18.43
193807,16.77,13.20,11.66,13.27,11.17,4.85
193808,-8.68,-6.51,-3.95,-4.75,-1.99,-2.52
193809,-2.98,-2.52,-0.88,-1.51,0.91,1.29
193810,19.28,15.98,13.53,16.10,6.73,6.80
193811,-5.97,-4.33,-3.15,-5.14,-1.61,-1.33
193812,0.14,3.96,5.78,5.06,4.00,4.08
193901,-6.64,-9.30,-9.45,-4.19,-6.28,-7.31
193902,3.12,4.04,6.37,2.19,2.90,5.10
193903,-17.75,-19.82,-20.27,-12.20,-10.68,-13.42
193904,-1.87,0.38,2.51,-0.50,-0.40,0.58
193905,7.94,9.90,11.62,4.35,6.15,7.62
193906,-10.42,-8.95,-8.26,-7.08,-5.08,-4.75
193907,14.28,15.71,15.75,12.48,10.22,9.61
193908,-13.96,-11.91,-8.80,-12.07,-7.48,-5.31
193909,61.67,40.33,24.57,34.34,21.51,8.55
193910,-4.89,-0.17,2.50,-3.97,-1.98,1.74
193911,-7.38,-10.17,-9.41,-4.54,-3.25,-3.28
193912,-0.74,2.19,5.78,-0.19,3.02,4.12
194001,-3.07,-2.25,-1.70,-2.91,-3.74,-0.80
194002,3.23,3.78,4.31,-0.66,1.43,1.61
194003,2.35,3.57,2.21,2.96,1.88,2.01
194004,0.85,1.10,4.54,-1.63,0.09,1.39
194005,-29.39,-28.51,-27.66,-26.15,-20.52,-22.32
194006,8.00,5.95,6.75,6.52,7.59,2.86
194007,2.76,3.54,5.34,3.83,2.98,3.12
194008,2.51,2.54,2.39,4.30,2.76,0.82
194009,4.72,4.31,4.81,2.38,2.33,2.18
194010,7.04,4.55,4.62,9.64,4.83,0.54
194011,-0.82,1.32,1.88,-1.29,-2.24,-1.37
194012,-4.88,-1.33,1.65,0.55,0.77,1.09
194101,2.67,-1.89,-3.73,-1.75,-4.94,-4.14
194102,-3.81,-1.51,-2.23,-1.83,-1.34,-1.34
194103,0.47,1.63,2.83,-0.92,0.71,1.67
194104,-7.31,-6.59,-4.26,-7.86,-5.34,-4.81
194105,0.60,0.38,2.59,-1.21,1.50,1.85
194106,7.02,5.67,7.31,6.45,5.88,4.62
194107,18.47,11.07,11.49,5.15,4.33,9.00
194108,-1.63,-1.46,0.08,0.16,0.24,-1.19
194109,-1.31,-2.07,-2.08,0.19,-1.02,-2.23
194110,-7.31,-7.12,-4.28,-7.47,-5.76,-0.70
194111,-4.81,-2.68,-1.53,-3.79,-2.71,1.75
194112,-11.07,-8.43,-8.87,-6.06,-3.07,-7.46
194201,14.45,11.38,11.09,4.42,-1.07,0.14
194202,-1.33,-1.08,-1.49,-1.88,-2.28,-3.15
194203,-4.22,-4.89,-3.86,-6.07,-7.06,-6.94
194204,-4.84,-3.35,-4.91,-3.58,-4.60,-5.16
194205,2.90,2.35,-0.29,8.18,6.05,1.80
194206,3.27,2.45,1.39,2.45,3.14,1.61
194207,4.18,4.66,5.04,2.65,3.91,3.37
194208,2.50,2.90,2.37,2.04,1.65,2.22
194209,4.25,2.90,3.40,4.05,2.11,3.12
194210,14.89,8.67,7.52,8.54,6.07,7.29
194211,-3.06,-0.84,-2.00,2.10,-0.34,-1.10
194212,1.72,3.19,4.12,2.85,6.40,6.82
194301,18.53,14.92,19.35,7.82,6.17,6.40
194302,15.64,11.67,9.92,4.77,5.46,7.22
194303,10.96,12.29,15.36,4.60,5.11,9.64
194304,0.32,2.80,6.82,-0.31,0.06,4.91
194305,5.85,8.35,14.17,4.75,5.78,8.24
194306,1.58,1.34,-0.33,1.70,2.54,0.97
194307,-4.64,-6.01,-10.76,-3.98,-5.14,-6.88
194308,-0.82,0.44,1.01,0.73,2.27,0.69
194309,2.16,3.86,4.87,1.94,2.77,2.68
194310,0.90,-0.48,0.15,-0.75,-1.39,-1.38
194311,-8.09,-8.67,-11.05,-4.90,-5.57,-10.88
194312,9.43,9.19,12.75,4.66,7.56,13.23
194401,4.96,4.66,6.03,1.29,2.03,1.73
194402,1.31,1.75,1.89,-0.22,0.98,-0.13
194403,3.67,3.53,6.36,1.78,2.43,4.32
194404,-3.68,-2.56,-3.25,-1.88,-1.49,-1.29
194405,6.24,6.31,7.76,3.81,5.18,6.10
194406,15.50,9.24,7.48,8.03,4.72,5.01
194407,-1.35,-0.61,-1.17,-1.48,-1.56,-1.39
194408,1.64,2.73,6.65,0.48,2.17,4.96
194409,0.33,0.91,-0.90,0.21,-0.04,-1.18
194410,-0.70,0.62,-0.26,1.14,-0.56,-1.94
194411,2.21,2.30,3.64,1.33,1.96,2.63
194412,8.23,7.07,7.95,2.89,4.42,9.79
194501,5.12,3.76,5.67,1.96,1.75,1.48
194502,8.39,8.71,11.56,5.30,6.53,8.54
194503,-3.34,-6.03,-6.82,-3.08,-4.34,-5.76
194504,6.68,8.93,11.12,6.71,9.15,11.69
194505,3.44,3.13,3.52,1.87,1.08,2.09
194506,3.57,2.88,5.68,-0.52,-0.09,5.64
194507,-3.09,-3.43,-4.99,-1.59,-1.48,-5.06
194508,5.62,8.35,5.39,6.27,6.92,3.90
194509,6.66,7.44,5.73,3.95,4.78,7.61
194510,7.13,7.97,5.86,3.52,3.53,5.14
194511,9.54,10.26,10.80,3.37,5.90,10.72
194512,3.18,2.58,2.04,0.77,0.75,4.37
194601,7.50,11.26,11.25,4.53,7.87,8.31
194602,-5.87,-7.40,-7.06,-5.32,-5.81,-6.99
194603,4.47,5.28,6.43,5.31,6.11,8.75
194604,2.49,5.79,7.34,4.06,4.05,5.29
194605,5.71,7.58,5.12,3.72,4.16,3.24
194606,-3.54,-4.92,-5.89,-2.48,-4.91,-5.14
194607,-4.79,-4.89,-3.85,-2.26,-2.64,-2.77
194608,-7.93,-7.55,-8.72,-7.10,-5.61,-6.41
194609,-16.34,-13.53,-14.21,-10.46,-8.71,-11.19
194610,-1.27,-1.15,-1.03,-2.59,-1.13,-1.02
194611,-0.77,1.07,-0.96,-1.52,1.09,-0.77
194612,4.67,4.11,5.06,5.17,4.94,4.96
194701,6.36,2.83,3.14,7.43,1.96,-1.99
194702,-0.59,-0.46,0.25,0.12,-0.71,-1.72
194703,-5.37,-2.90,-1.46,-4.69,-1.80,-0.40
194704,-11.67,-8.14,-6.18,-8.66,-4.64,-3.32
194705,-6.36,-4.29,-2.99,-3.75,-0.45,-0.39
194706,5.56,6.10,2.85,5.89,6.22,4.91
194707,7.16,5.74,5.66,8.31,5.84,3.03
194708,-2.73,-1.09,0.64,-4.81,-1.94,-1.38
194709,0.20,1.19,1.72,0.46,-0.20,-0.86
194710,3.09,2.91,4.34,1.41,2.01,3.28
194711,-6.02,-2.99,-1.46,-4.70,-1.89,-0.74
194712,-0.11,1.49,3.97,0.90,3.04,4.11
194801,0.99,-1.86,-3.08,-1.24,-3.55,-5.54
194802,-7.37,-5.52,-6.93,-6.14,-4.21,-3.75
194803,9.07,8.43,9.34,10.50,6.50,9.73
194804,1.96,2.54,5.05,1.26,2.05,6.50
194805,8.78,9.23,9.70,4.86,7.56,8.59
194806,-3.31,-1.95,2.48,-0.98,0.26,1.17
194807,-5.35,-4.68,-6.18,-3.44,-5.49,-5.80
194808,-1.54,-0.34,0.14,1.26,0.38,-0.03
194809,-4.46,-3.68,-5.55,-2.47,-2.35,-4.10
194810,3.06,4.87,6.63,5.37,5.73,7.25
194811,-12.71,-8.62,-11.27,-10.58,-7.91,-10.86
194812,-1.59,-0.13,3.69,0.61,3.19,4.65
194901,3.53,1.57,1.36,2.49,1.01,-1.17
194902,-5.06,-4.77,-5.65,-3.09,-1.94,-3.36
194903,7.72,5.31,6.94,5.10,3.47,4.31
194904,-4.57,-3.15,-1.47,-4.45,-1.81,-1.28
194905,-7.26,-4.25,-3.45,-4.37,-3.03,-2.07
194906,-0.44,-1.76,-1.70,1.68,0.03,0.36
194907,6.69,6.59,6.13,7.16,6.25,4.77
194908,1.43,3.35,4.09,2.42,2.54,2.92
194909,5.52,3.42,4.94,5.48,2.53,3.25
194910,4.26,4.06,3.60,2.69,3.09,3.40
194911,-0.20,1.17,1.10,1.74,1.25,2.93
194912,8.81,7.13,7.55,6.61,4.01,6.22
195001,6.99,4.04,3.58,3.18,1.03,1.87
195002,2.04,0.40,2.04,-0.08,1.30,2.66
195003,-2.17,-1.04,0.39,1.70,1.07,2.08
195004,7.19,4.84,4.35,2.81,3.12,6.17
195005,2.67,3.11,3.26,5.18,3.78,5.31
195006,-6.79,-7.52,-9.15,-5.16,-5.86,-5.98
195007,5.47,6.66,6.23,1.27,2.70,-0.51
195008,5.19,4.29,7.22,2.74,4.16,7.19
195009,5.77,4.81,5.25,5.17,4.45,5.32
195010,-0.86,0.13,0.54,-0.87,-0.18,0.76
195011,1.45,2.58,4.68,-0.41,4.52,3.41
195012,6.30,8.16,11.83,2.40,6.41,6.74
195101,8.02,7.61,10.04,4.55,5.17,7.18
195102,1.93,1.19,1.12,2.70,2.08,-0.40
195103,-1.63,-3.29,-5.30,-1.12,-1.49,-3.31
195104,1.60,4.09,5.68,0.91,5.53,8.80
195105,-3.24,-2.53,-3.52,-0.73,-2.92,-2.38
195106,-3.68,-5.12,-7.59,-1.23,-3.02,-2.22
195107,2.74,4.91,9.47,4.11,6.23,11.73
195108,5.15,5.19,6.24,3.88,4.87,4.09
195109,2.27,2.46,3.24,0.00,1.65,0.20
195110,-2.47,-2.06,-2.80,-1.82,-3.00,-1.90
195111,-0.16,0.49,1.17,0.95,0.69,0.56
195112,0.58,0.68,1.32,2.04,3.34,4.78
195201,1.29,1.77,2.28,1.57,0.21,3.31
195202,-1.88,-1.38,-2.93,-3.06,-1.66,-3.37
195203,2.02,2.32,3.07,3.80,3.69,6.05
195204,-4.28,-3.65,-5.63,-3.84,-3.45,-6.51
195205,1.45,2.17,2.88,3.82,3.09,3.51
195206,1.80,3.40,3.23,3.01,3.88,4.55
195207,0.68,1.20,0.81,1.87,1.25,0.64
195208,0.18,0.07,0.82,-0.86,-0.48,-0.82
195209,-2.48,-0.76,-0.67,-3.26,-1.75,-1.61
195210,-2.94,-1.66,0.55,-1.89,-0.50,0.08
195211,5.80,5.69,5.95,6.23,5.62,6.80
195212,1.38,2.15,2.70,2.13,2.67,3.90
195301,3.54,3.62,3.97,-1.48,-0.13,-0.44
195302,1.45,1.66,2.74,-0.39,-0.36,-0.08
195303,-2.22,-1.40,-1.23,-1.21,-0.75,-1.92
195304,-2.63,-1.92,-1.91,-4.55,-2.27,-1.59
195305,-0.24,0.79,1.25,0.78,0.37,1.11
195306,-4.34,-3.35,-2.95,-0.95,-1.57,-2.33
195307,1.55,1.39,1.28,3.04,2.33,2.56
195308,-7.34,-4.86,-4.29,-5.40,-3.79,-4.20
195309,-2.99,-1.08,-0.35,-1.03,0.15,2.13
195310,3.45,3.48,4.16,4.75,4.92,4.54
195311,1.35,1.09,2.34,1.36,2.72,4.29
195312,-5.43,-1.28,1.06,-2.73,0.42,1.21
195401,10.01,7.08,3.63,9.27,4.90,3.97
195402,0.53,1.10,1.73,1.27,1.55,2.15
195403,1.88,2.16,4.05,2.86,2.71,4.94
195404,-1.43,2.02,1.93,-0.47,3.73,6.33
195405,5.90,3.41,5.55,5.67,3.94,1.97
195406,-0.28,1.83,2.65,-2.35,0.83,1.82
195407,7.58,6.93,8.52,4.15,6.06,4.06
195408,-0.02,-0.04,-0.16,-2.15,-1.42,-3.35
195409,3.70,3.98,4.77,6.08,5.22,8.34
195410,-1.01,-0.47,-0.17,-1.54,-2.56,-0.56
195411,9.69,8.44,9.05,6.55,9.10,10.94
195412,12.04,9.37,8.47,5.06,4.99,5.83
195501,0.67,1.80,2.29,0.10,0.23,1.42
195502,3.48,4.80,5.39,3.21,2.51,3.37
195503,0.26,-0.26,0.60,-0.39,-0.53,1.20
195504,1.35,2.57,1.47,2.28,4.22,2.15
195505,0.60,0.59,0.71,0.50,1.41,1.61
195506,1.30,3.41,4.28,3.63,7.45,10.09
195507,0.70,1.12,0.34,0.94,4.59,-1.15
195508,-0.61,0.32,1.21,-0.42,0.16,1.28
195509,-0.29,-1.29,0.93,-1.10,-1.49,1.34
195510,-2.06,-0.58,-0.89,-1.61,-1.83,-3.82
195511,5.72,4.81,6.49,4.41,7.02,8.78
195512,3.72,1.03,3.15,3.18,1.40,1.14
195601,-1.87,-1.62,-1.97,-1.34,-1.61,-4.19
195602,2.25,2.71,4.39,2.66,3.66,4.55
195603,2.60,4.86,6.10,4.59,5.81,8.13
195604,-0.61,-0.11,1.88,-1.50,-0.34,1.36
195605,-3.71,-3.89,-4.03,-3.23,-3.69,-6.12
195606,0.44,0.85,3.14,2.44,2.45,5.08
195607,2.33,2.75,4.87,3.22,5.21,5.75
195608,-1.57,-0.57,-0.99,-2.71,-1.43,-4.72
195609,-3.19,-2.27,-2.69,-4.61,-3.51,-6.63
195610,-1.48,1.16,2.35,0.51,0.26,1.48
195611,0.41,0.55,2.12,-2.51,-0.08,2.61
195612,0.10,1.36,5.59,2.64,2.99,4.74
195701,3.58,0.43,-0.13,-2.60,-2.72,-5.02
195702,-3.56,-1.85,-2.53,-2.34,-0.93,-2.64
195703,2.63,2.69,1.53,1.68,2.88,2.24
195704,1.51,1.00,2.25,4.34,4.44,5.56
195705,1.70,1.58,1.42,3.45,3.88,4.07
195706,-1.30,-0.45,-0.78,-0.61,-0.95,0.25
195707,-0.04,0.70,-0.07,0.80,1.34,0.77
195708,-5.85,-3.43,-5.20,-6.04,-3.52,-5.78
195709,-6.47,-4.88,-4.49,-5.91,-4.82,-6.70
195710,-8.86,-6.04,-7.57,-6.04,-3.60,-3.29
195711,0.66,0.94,3.00,3.44,1.43,3.67
195712,-9.43,-4.36,-1.84,-9.57,-3.68,-1.54
195801,16.23,10.41,6.83,8.92,4.72,2.87
195802,-3.55,-0.17,1.37,-3.12,-2.00,-0.60
195803,4.98,2.73,5.01,6.57,2.64,3.23
195804,1.96,1.89,4.51,1.55,3.89,2.80
195805,5.30,4.08,3.67,3.87,2.01,2.03
195806,3.29,2.80,2.55,3.92,2.72,2.89
195807,8.11,5.81,3.26,4.41,5.35,2.14
195808,2.51,3.50,4.56,2.64,1.97,0.87
195809,6.64,5.31,4.91,5.03,4.80,4.50
195810,2.64,2.52,5.16,1.48,2.33,5.23
195811,3.71,5.10,4.70,2.43,2.97,4.50
195812,4.44,3.18,3.14,5.69,5.22,5.56
195901,4.59,6.67,4.25,0.83,0.63,0.60
195902,2.05,3.06,4.26,-1.11,1.03,3.48
195903,0.88,2.26,1.91,0.91,0.22,0.33
195904,1.42,1.57,4.14,2.47,4.19,6.08
195905,0.76,1.06,0.34,0.88,2.07,4.30
195906,-1.24,0.86,1.55,-1.25,-0.34,2.23
195907,2.52,2.31,3.97,3.84,4.22,1.70
195908,-0.77,-1.50,-2.76,-2.25,0.08,-2.25
195909,-4.82,-3.54,-4.83,-5.81,-4.05,-4.24
195910,0.99,1.45,4.58,0.36,0.61,3.63
195911,0.72,1.75,2.75,0.37,1.78,2.92
195912,0.96,2.59,3.49,2.98,3.15,2.52
196001,-1.43,-2.15,-6.00,-5.54,-6.74,-7.99
196002,-0.33,1.03,2.37,-2.37,1.94,2.93
196003,-4.12,-3.03,-2.11,-1.36,-1.49,-0.55
196004,-4.22,-2.32,-1.18,-2.64,-2.43,0.00
196005,0.85,2.01,4.18,-0.20,2.12,6.04
196006,1.44,1.30,2.41,1.92,2.13,2.74
196007,-2.46,-0.89,-2.16,-0.80,-2.63,-2.50
196008,3.92,2.93,5.33,2.24,2.94,3.85
196009,-8.16,-5.64,-5.19,-4.42,-5.72,-6.63
196010,-4.71,-2.20,-3.14,-1.10,0.23,-0.15
196011,3.37,3.90,7.41,3.26,3.81,6.50
196012,3.12,3.43,3.22,4.25,3.36,6.87
196101,12.36,7.99,5.76,6.86,7.06,5.23
196102,6.66,6.41,8.59,4.04,2.69,4.09
196103,3.61,5.51,9.56,1.43,1.96,4.12
196104,-0.15,0.59,2.96,-2.97,0.98,1.14
196105,5.74,4.11,3.99,3.11,2.86,1.73
196106,-5.94,-3.97,-5.09,-2.57,-2.76,-2.81
196107,1.21,1.05,0.50,2.48,3.20,3.62
196108,0.62,1.39,1.99,1.86,2.40,3.77
196109,-4.56,-3.06,-2.38,-1.43,-1.94,-2.02
196110,-0.59,2.56,3.11,1.81,2.30,4.25
196111,4.59,4.41,6.49,3.65,5.29,4.44
196112,0.80,-0.12,-0.44,0.55,1.56,-2.57
196201,0.96,1.10,-1.97,-3.67,-3.09,-4.83
196202,1.87,1.72,-0.08,0.75,3.48,0.70
196203,-2.10,-0.79,0.56,-1.22,-0.42,-0.10
196204,-9.12,-5.86,-6.89,-8.69,-6.53,-5.04
196205,-10.79,-8.75,-10.39,-8.61,-8.38,-8.08
196206,-12.09,-6.77,-5.97,-12.82,-8.81,-6.14
196207,7.27,6.48,6.15,4.64,6.70,6.77
196208,4.20,3.21,2.50,2.48,1.58,3.05
196209,-9.17,-6.12,-5.17,-7.00,-5.61,-3.08
196210,-4.05,-2.81,-3.18,-0.19,1.21,0.53
196211,18.52,14.02,11.23,16.05,10.22,8.95
196212,-5.62,-2.13,1.08,-1.51,1.12,3.59
196301,10.49,7.77,8.19,6.30,4.82,4.35
196302,-2.94,-0.82,0.56,-3.48,-2.24,-1.94
196303,0.62,1.81,2.64,3.38,2.54,4.52
196304,2.95,4.30,4.05,6.00,4.55,4.70
196305,4.11,3.27,4.38,2.35,1.25,2.66
196306,-1.08,-2.21,-0.97,-2.95,-2.45,-0.74
196307,-1.41,-1.11,-1.08,-1.52,0.04,0.16
196308,3.98,3.77,6.24,5.87,5.11,5.61
196309,-1.71,-0.98,-1.27,-2.46,-0.20,-2.67
196310,1.09,1.39,3.55,0.79,2.20,4.58
196311,-2.19,-0.96,-1.38,-0.33,0.53,-2.70
196312,-1.68,0.97,0.22,0.95,2.30,2.73
196401,2.53,3.06,2.01,0.39,2.85,2.94
196402,2.84,2.28,3.07,1.26,1.92,1.70
196403,2.61,4.04,3.64,1.40,1.51,1.74
196404,-0.14,-0.56,-0.48,1.14,0.61,0.20
196405,0.15,1.19,2.35,0.23,1.05,3.08
196406,0.86,1.36,1.42,1.36,1.46,1.73
196407,2.53,2.67,2.40,2.75,1.76,2.13
196408,-1.30,-0.50,-0.90,-0.36,-1.24,-1.27
196409,4.21,2.59,3.66,3.74,2.31,3.51
196410,0.67,2.14,2.07,1.67,0.64,0.65
196411,-1.14,0.84,-0.18,-0.01,-0.17,1.22
196412,-1.30,-0.17,-1.20,1.53,0.14,0.04
196501,7.46,6.32,5.91,3.72,4.06,2.50
196502,2.82,3.41,4.15,1.49,-0.24,0.64
196503,1.70,0.30,1.50,-1.10,-1.53,-0.56
196504,3.57,4.14,5.37,2.46,2.39,5.73
196505,-1.44,-0.75,-0.62,-0.09,-0.85,0.19
196506,-8.16,-7.74,-10.32,-3.53,-5.20,-7.74
196507,1.67,2.99,4.92,0.22,1.79,5.16
196508,4.77,4.07,6.83,2.20,2.22,5.30
196509,1.97,3.19,5.05,2.08,2.81,5.58
196510,4.66,5.94,7.32,1.28,2.64,5.50
196511,1.26,5.11,6.25,-0.46,-1.45,3.35
196512,4.81,4.40,3.92,1.08,0.68,1.76
196601,4.43,5.02,8.08,-1.37,0.60,5.54
196602,1.60,1.87,5.29,-2.50,-1.63,2.98
196603,-1.94,-2.49,-1.97,-2.89,-2.26,0.08
196604,0.31,4.14,8.53,1.17,2.20,4.71
