DateID,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
192908,-3.46,-2.51,-4.80,2.82,4.60,-1.57,-0.38,1.35,6.23,-2.51,3.83,-0.61,2.48,5.47,-0.25,1.34,0.44,1.90,4.38,5.72,1.60,4.62,7.94,12.96,11.21
192909,-10.67,-6.63,-4.46,-8.24,-2.48,-6.31,-5.45,-2.88,-4.35,-2.85,-5.89,-2.38,-2.49,-1.55,-0.27,-14.03,-3.56,-3.52,-4.04,3.87,-12.62,-6.15,-4.64,-5.71,-5.11
192910,-20.02,-24.83,-17.86,-29.15,-25.69,-21.97,-19.25,-16.42,-22.81,-24.84,-35.73,-20.63,-16.34,-16.30,-22.35,-41.57,-20.56,-13.09,-20.08,-23.44,-30.20,-24.27,-11.84,-10.64,-21.65
192911,-13.95,-8.23,-19.48,-13.60,-7.30,-13.88,-10.24,-10.47,-9.12,-16.25,-15.37,-10.20,-9.24,-15.02,-15.37,-17.36,-7.24,-9.15,-10.32,-17.30,-15.38,-14.34,-7.49,-9.40,-14.29
192912,-10.94,-11.94,-6.95,-13.14,3.34,-11.50,-1.38,-2.69,-1.49,-3.53,-7.31,-0.12,-2.55,1.41,1.54,-5.99,1.32,0.23,-2.38,3.87,13.18,1.12,2.27,-0.89,3.58
193001,23.57,21.96,9.85,10.58,10.15,20.76,10.55,11.34,9.96,8.84,15.65,12.98,5.72,9.05,2.61,7.59,8.63,7.70,6.42,3.54,0.11,4.00,6.59,3.53,5.63
193002,7.15,3.75,20.46,3.47,5.18,-1.34,3.08,-0.07,3.91,6.70,4.42,4.08,2.24,2.16,2.64,-0.48,2.86,-0.55,1.09,3.35,-1.00,0.96,3.20,2.84,2.90
193003,23.19,9.72,10.01,16.12,14.81,8.82,9.60,5.54,4.16,10.97,11.92,10.02,16.70,5.85,10.94,8.66,5.85,7.01,5.31,6.34,-7.76,13.78,5.75,6.16,7.31
193004,-2.28,-7.24,-8.66,-5.26,-5.89,-2.18,-5.51,-5.89,-9.87,4.21,-5.33,-6.22,-6.02,-6.16,1.98,4.48,-11.21,-3.45,-5.12,-2.16,9.82,-10.73,0.41,-2.21,-1.25
193005,-8.33,-7.20,-9.78,-2.32,-5.66,-7.94,-4.00,-2.57,-2.28,-3.29,-4.07,-2.51,-2.59,0.58,-1.70,-0.40,-2.25,-5.02,-3.46,-2.98,-6.00,5.01,-0.69,-2.69,-0.84
193006,-20.90,-16.91,-25.49,-15.86,-29.70,-29.99,-22.53,-20.58,-16.05,-16.59,-25.15,-20.41,-15.30,-10.67,-18.16,-24.34,-20.57,-15.26,-13.46,-16.00,-23.58,-19.67,-16.71,-11.78,-15.31
193007,3.73,2.49,2.70,-0.85,14.42,1.71,3.71,7.44,2.24,2.42,11.91,2.56,2.77,2.34,4.70,5.83,3.29,6.83,3.88,2.88,2.18,6.76,8.16,3.98,2.98
193008,-4.92,-2.16,0.56,-6.55,-1.42,-1.68,-3.62,-2.63,-3.45,1.85,-4.43,-2.39,-3.46,0.62,0.73,-2.70,-2.46,0.69,-0.30,0.25,4.54,-4.05,2.12,1.45,0.47
193009,-24.79,-19.77,-17.56,-20.31,-3.55,-20.00,-21.43,-16.14,-12.22,-12.20,-21.80,-14.72,-16.12,-10.92,-11.54,-22.72,-17.00,-12.52,-13.47,-9.16,-23.44,-20.26,-12.76,-10.49,-10.85
193010,-11.86,-21.41,-2.09,-11.09,-3.54,-13.28,-10.40,-13.40,0.00,-7.66,-18.05,-10.40,-12.51,-9.67,-8.76,-10.83,-14.25,-10.08,-7.04,-5.96,-16.81,-17.66,-9.93,-6.33,-8.51
193011,-0.30,-1.51,-3.85,-9.46,10.63,0.37,-3.36,-1.79,1.60,-1.39,-2.30,-3.70,-2.06,-4.21,-0.98,4.72,-0.95,-3.53,-2.81,-0.77,5.97,-2.55,-2.86,-2.35,-3.26
193012,-23.54,-18.82,-25.25,-18.87,-15.01,-25.44,-21.11,-14.04,-15.61,-12.06,-12.95,-14.37,-9.07,-13.06,-5.04,-14.78,-13.10,-11.17,-11.00,-5.67,-20.04,-14.31,-10.89,-6.04,-4.28
193101,28.88,20.06,19.37,15.21,18.00,23.26,15.74,11.28,14.81,12.02,16.04,10.57,14.29,8.80,6.11,13.02,11.25,7.34,6.54,5.15,22.93,8.63,7.28,4.28,5.73
193102,32.93,21.50,22.42,38.98,7.40,21.14,15.78,13.02,12.34,5.65,16.45,20.58,15.17,12.26,11.49,30.04,13.35,15.42,7.97,4.60,43.21,22.88,14.85,10.02,7.50
193103,-8.78,-3.49,-3.84,-13.83,10.75,-13.58,-4.76,-0.70,-8.50,0.59,-15.63,-8.28,-7.39,-5.48,-0.86,-16.70,-12.95,-10.49,-6.07,-0.24,-14.86,-12.82,-6.79,-6.55,-3.94
193104,-22.01,-21.49,-13.74,-15.86,-16.87,-20.11,-20.63,-17.99,-9.83,-10.42,-19.80,-17.98,-15.86,-17.20,-10.92,-20.33,-15.83,-17.14,-10.75,-8.39,-15.81,-20.21,-12.68,-9.73,-5.03
193105,-17.65,-8.82,-14.50,-11.50,-0.19,-16.89,-16.60,-13.60,-7.58,-8.54,-22.58,-16.68,-15.84,-11.62,-6.32,-25.21,-22.52,-17.34,-12.00,-10.23,-14.88,-14.20,-15.27,-13.28,-11.00
193106,25.69,20.15,29.42,10.24,28.30,29.38,15.63,16.95,9.13,9.76,29.79,23.12,14.58,10.06,8.19,38.61,29.41,22.95,12.41,7.55,39.29,21.43,16.60,13.53,10.24
193107,-10.17,-11.77,-3.14,-0.49,-3.63,-10.79,-9.00,-4.12,-4.35,-2.83,-16.07,-11.61,-6.84,-7.16,-3.08,-11.94,-14.54,-7.03,-3.53,-1.59,-15.09,-11.32,-9.46,-6.38,-3.39
193108,-5.66,-8.96,-6.26,4.13,-1.82,2.57,-1.95,-2.11,-3.84,-4.76,-6.23,-1.36,0.79,-3.00,0.14,8.31,-1.14,-0.54,-3.01,-0.37,0.31,3.68,1.84,-1.67,0.72
193109,-34.72,-30.63,-31.43,-20.27,-37.39,-39.20,-35.97,-31.86,-33.30,-26.79,-40.19,-34.21,-31.82,-32.11,-25.60,-37.97,-36.88,-29.97,-32.56,-21.45,-40.60,-32.13,-29.09,-27.54,-26.66
193110,6.19,18.07,4.25,10.01,23.24,16.34,12.29,5.43,7.28,18.93,6.84,11.94,12.74,10.00,14.76,6.02,12.11,4.77,10.59,9.84,0.23,0.25,9.08,8.14,10.34
193111,-13.25,-8.59,-8.97,-10.98,-7.15,-11.37,-10.88,-6.55,-10.59,-4.79,-18.09,-14.44,-3.67,-5.56,-3.37,-20.83,-16.44,-9.68,-2.50,-3.70,-16.04,-10.01,-12.83,-7.36,-6.93
193112,-27.10,-24.44,-18.73,-20.06,-21.50,-26.42,-21.31,-24.48,-14.03,-14.19,-25.58,-21.50,-21.08,-13.24,-8.19,-29.63,-23.26,-15.32,-10.63,-2.55,-25.32,-22.08,-16.93,-11.15,-9.74
193201,28.97,23.39,25.96,6.62,9.35,10.57,10.80,21.24,1.26,1.82,16.64,3.40,1.35,3.43,1.23,19.36,-2.30,1.51,2.01,-0.65,9.33,2.89,-2.25,-4.07,0.12
193202,0.11,0.11,-3.40,4.88,1.78,3.12,-1.53,0.85,5.80,7.40,1.85,-1.04,-1.68,-4.02,1.56,-4.86,1.16,10.06,4.69,2.67,5.78,4.34,5.80,7.74,4.87
193203,-15.73,-17.12,-12.06,-4.85,-7.44,-16.46,-12.03,-14.35,-14.83,-6.35,-24.44,-16.96,-14.56,-5.19,-7.68,-22.49,-10.77,-11.58,-14.27,-6.70,-22.54,-18.10,-13.20,-10.96,-6.43
193204,-20.90,-19.69,-16.52,-22.94,-24.24,-27.49,-19.44,-19.43,-16.44,-13.45,-24.75,-13.24,-20.13,-16.90,-16.11,-24.31,-21.37,-15.09,-19.69,-10.87,-20.36,-23.22,-20.80,-21.04,-13.14
193205,-8.60,-7.22,-14.27,-14.75,-8.64,-26.61,-25.41,-23.67,-18.03,-18.91,-33.66,-25.87,-22.14,-22.33,-17.57,-35.71,-30.43,-23.59,-24.06,-19.14,-42.52,-25.58,-26.43,-17.16,-16.10
193206,-2.89,4.61,3.06,-6.06,-3.28,3.20,11.54,7.09,-8.24,8.75,3.07,3.61,5.12,2.26,11.57,9.65,4.49,5.56,3.27,4.54,0.60,-7.76,-2.95,-2.29,2.88
193207,52.36,61.54,46.57,16.02,7.27,74.60,63.78,35.92,28.95,16.73,78.62,61.30,37.66,29.76,18.42,75.97,45.38,37.64,32.18,22.69,78.11,56.07,45.06,32.99,17.33
193208,109.10,99.71,89.49,97.42,68.01,98.91,69.57,67.42,51.89,52.76,96.90,65.34,60.80,37.05,23.80,114.69,68.91,42.40,33.38,24.37,74.52,51.72,54.29,28.27,17.99
193209,-7.84,-19.12,3.01,-19.17,-21.33,-8.96,-10.82,-4.96,-12.72,-8.42,-10.38,-5.57,-2.64,-5.01,-3.30,-9.12,-0.10,-0.43,-6.27,0.76,-3.03,0.08,-4.39,-2.28,-5.08
193210,-13.42,-20.05,-17.22,-18.81,-21.84,-16.76,-15.31,-21.27,-12.35,-19.44,-16.76,-16.83,-15.76,-16.83,-23.54,-22.21,-21.81,-14.40,-13.91,-13.01,-18.25,-17.64,-9.96,-10.44,-8.90
193211,-9.27,-18.58,-8.33,4.14,-10.28,-6.85,-7.81,-9.44,-8.04,-10.93,-9.54,-7.77,-7.53,-6.49,-9.18,-9.55,-6.50,-4.80,-6.15,-3.07,-8.69,-7.77,-2.43,-4.84,-13.48
193212,-3.65,-16.80,-14.16,-12.49,-4.48,-13.29,-9.60,-6.69,-11.78,-4.44,-7.01,-6.06,-5.67,-0.59,2.69,-2.33,2.27,0.88,-0.18,3.63,4.72,4.75,5.84,5.15,5.77
193301,8.69,10.26,5.42,8.19,-5.71,5.36,7.50,10.02,3.54,-0.67,6.41,7.18,3.11,10.81,6.10,-3.50,7.12,2.88,-0.30,2.61,1.59,3.54,0.65,-0.47,2.01
193302,-15.98,-20.10,-14.72,-13.60,-10.87,-16.49,-21.00,-17.53,-13.54,-14.97,-20.58,-20.92,-18.91,-15.97,-16.41,-19.05,-22.62,-16.07,-13.75,-11.31,-19.99,-19.84,-14.78,-13.03,-16.01
193303,9.72,10.77,24.99,8.41,17.21,6.24,5.34,21.31,11.33,23.45,-0.41,4.41,8.00,12.46,3.84,-6.89,12.90,7.90,9.22,15.24,7.61,7.38,3.92,-1.21,6.41
193304,57.22,57.66,57.61,86.73,53.50,60.67,56.02,40.99,50.03,43.33,61.25,63.56,53.13,38.48,35.88,67.81,63.26,60.12,62.84,36.00,46.08,57.74,43.19,29.67,29.57
193305,98.47,114.89,114.66,122.91,89.74,93.08,83.61,61.57,85.57,69.29,57.85,48.55,52.40,48.73,41.45,35.17,30.41,40.55,32.23,28.29,28.59,14.77,18.77,19.10,17.81
193306,37.60,33.88,22.68,45.09,31.66,12.05,29.14,28.63,16.82,14.38,10.09,16.62,15.50,16.97,17.34,14.45,15.02,13.60,13.31,19.95,11.34,10.41,9.85,15.03,16.61
193307,-13.18,-6.23,-2.75,-4.64,-6.64,-8.17,-7.84,-3.24,-13.19,-12.28,-12.88,-14.55,-15.01,-14.52,-16.63,-10.36,-10.57,-12.82,-5.70,-12.91,-7.76,-9.84,-12.94,-9.15,-9.81
193308,-6.28,13.91,3.24,9.68,7.01,7.61,7.96,12.81,0.81,12.55,6.95,15.18,19.05,15.73,11.79,13.27,13.79,15.43,21.14,24.23,5.09,12.15,16.50,19.01,24.24
193309,-18.29,-22.99,-17.61,-20.10,-15.57,-16.03,-17.34,-13.01,-16.29,-19.59,-20.13,-16.12,-14.71,-15.29,-16.86,-23.00,-14.11,-7.63,-13.01,-9.31,-12.84,-8.41,-7.07,-11.65,-10.87
193310,-6.97,-15.89,-6.61,-14.67,-12.07,-12.86,-8.05,-17.05,-11.33,-12.66,-12.16,-10.15,-11.20,-13.92,-14.46,-12.25,-12.15,-12.61,-8.52,-10.69,-7.37,-7.87,-7.91,-8.68,-6.54
193311,3.43,10.04,6.17,12.79,-0.16,-0.15,3.52,7.63,7.05,9.31,6.09,8.51,6.61,9.20,6.08,4.33,8.69,8.00,13.79,8.73,-0.23,12.26,9.19,16.51,8.45
193312,0.59,3.20,0.12,2.14,2.88,-4.82,0.40,-3.55,9.25,-1.91,1.08,4.18,7.33,7.89,7.18,-1.70,3.98,4.88,2.36,3.24,2.78,-1.32,-0.54,5.76,4.86
193401,65.07,54.63,51.05,42.30,40.28,34.30,44.64,42.15,35.54,42.00,28.41,32.57,33.51,25.74,24.39,31.06,16.67,15.55,18.07,16.77,13.95,10.49,8.58,10.95,6.11
193402,2.23,12.64,11.03,2.33,6.65,3.40,0.81,-2.85,3.62,5.27,3.65,-0.61,-0.27,1.71,0.97,-3.36,-2.72,-0.56,-1.78,-0.92,-0.29,-2.84,-3.73,-3.58,-5.16
193403,4.09,0.83,-1.37,-1.74,-0.02,0.94,1.88,-1.94,3.24,-0.59,-5.57,0.97,-1.59,1.74,1.31,-0.85,0.34,1.07,2.80,2.63,-0.04,-0.17,-0.37,0.57,-0.08
193404,2.19,19.60,8.17,2.96,1.33,6.09,0.73,0.47,-0.65,-3.84,0.36,5.06,-1.73,-2.39,-4.43,1.06,1.72,-2.06,-7.09,-7.17,-0.28,-2.33,-2.31,-3.63,-9.33
193405,-14.79,-13.77,-9.67,-14.51,-17.23,-13.68,-8.07,-13.08,-13.77,-8.29,-10.35,-11.64,-12.61,-10.22,-14.20,-6.54,-8.42,-10.52,-9.86,-9.75,-5.86,-5.17,-9.82,-6.90,-10.09
193406,0.35,-5.09,-2.48,1.41,-5.74,-4.21,-2.19,1.10,0.50,-2.34,-3.01,0.24,0.78,3.55,1.05,2.44,3.85,3.28,3.66,4.75,5.02,3.85,2.44,1.16,4.11
193407,-23.46,-22.64,-25.69,-27.51,-23.67,-24.18,-24.46,-26.36,-23.11,-20.34,-24.27,-25.49,-17.93,-18.62,-13.50,-26.78,-18.42,-15.06,-10.26,-12.29,-18.37,-15.21,-9.28,-7.67,-6.25
193408,14.59,18.05,9.54,12.14,14.59,7.69,7.65,9.06,21.58,17.42,6.76,9.70,7.07,9.42,13.24,5.19,11.36,7.28,4.55,10.38,1.19,6.22,4.52,5.42,6.06
193409,-5.38,1.54,-0.24,4.27,0.10,-3.77,-2.89,-1.68,-0.50,-3.51,1.26,-2.37,-3.93,-1.00,0.41,2.62,-1.76,-2.10,0.84,0.04,-0.36,0.37,-0.51,0.07,-0.19
193410,-7.05,-3.96,-4.58,5.38,-0.25,-3.61,-5.20,-3.50,4.59,4.50,-7.28,-7.09,-1.85,0.56,-0.53,-5.32,-3.11,-1.85,-1.14,2.69,-5.34,-4.56,-1.57,-2.05,2.68
193411,12.38,16.90,11.12,26.88,20.92,9.22,15.77,21.87,17.11,17.64,10.10,16.54,13.45,13.33,14.22,14.02,7.07,11.41,11.68,12.82,10.42,6.88,5.84,8.99,10.30
193412,-2.90,-2.12,0.48,-4.69,7.61,-1.41,0.96,0.01,5.47,6.68,-2.42,3.94,3.65,1.85,3.59,0.40,0.99,1.47,2.36,4.56,-4.15,-0.28,0.56,-0.87,1.89
193501,0.41,-0.74,2.41,-3.33,-2.69,-2.08,-7.14,-5.85,-4.27,-5.84,-8.15,-2.25,-6.65,-3.88,-2.15,-9.39,-8.48,-4.41,-3.44,-0.48,-5.32,-6.10,-2.79,-2.05,-0.49
193502,-15.10,-11.74,-6.36,3.13,-5.20,-15.96,-8.99,-4.74,-1.14,-1.02,-23.18,-5.34,-7.61,0.26,2.61,-12.43,-9.24,-4.18,0.16,4.17,-14.29,-7.83,-3.89,-0.46,3.68
193503,-13.24,-11.50,-13.36,-12.17,-10.95,-15.95,-8.91,-8.47,-7.46,-8.08,-8.05,-12.21,-5.83,-2.93,-3.26,-4.95,-1.55,-10.29,-3.90,-3.75,5.33,-9.57,-2.39,-2.77,-3.92
193504,15.14,7.73,10.66,14.56,6.59,11.84,12.21,13.43,4.87,10.74,20.45,9.86,14.37,5.63,8.94,11.23,9.55,8.64,4.90,4.25,11.50,13.71,9.58,8.65,8.11
193505,-1.30,3.91,3.71,-1.80,7.18,6.31,-1.58,6.91,-0.52,4.44,7.45,3.71,1.06,-0.62,2.82,12.84,8.92,-1.53,0.28,0.86,10.29,2.01,8.04,3.75,2.37
193506,-1.98,-4.82,0.85,1.31,19.32,-2.61,1.58,5.15,7.12,4.68,0.96,8.94,7.06,5.79,8.61,7.38,4.42,8.23,5.98,5.41,5.49,9.98,6.63,4.58,6.83
193507,15.67,18.25,11.02,13.63,5.05,15.35,14.36,9.04,16.90,16.18,15.37,9.54,7.95,12.27,9.80,9.11,19.58,6.00,6.17,8.27,15.44,12.98,7.16,7.16,5.34
193508,20.71,10.65,13.51,17.10,5.75,8.03,16.20,8.30,3.68,4.75,17.97,9.41,2.99,4.33,5.45,16.80,3.25,1.87,1.33,2.76,40.04,-0.72,2.41,3.57,1.44
193509,-5.76,0.81,14.53,4.68,14.61,-3.40,3.96,1.10,0.21,8.87,-1.41,6.10,1.05,7.75,6.51,-4.54,-2.06,5.53,3.17,2.02,-0.54,-1.38,0.42,3.70,6.78
193510,12.87,7.30,10.16,8.98,-2.08,10.60,12.05,11.64,11.75,9.64,7.28,5.95,5.16,10.00,10.32,1.04,4.82,6.97,6.92,12.38,11.48,8.12,3.89,7.74,9.07
193511,37.96,20.93,31.71,25.73,19.86,25.66,18.94,12.47,8.10,10.66,14.63,8.38,12.11,10.23,7.25,9.48,5.10,3.83,4.29,6.32,3.88,5.30,2.46,4.81,4.26
193512,-3.88,3.57,-2.76,4.51,12.92,7.60,2.89,6.81,13.10,8.75,2.96,9.91,3.39,12.85,9.73,2.80,4.57,4.44,8.52,11.33,5.93,3.71,5.30,1.33,5.84
193601,31.26,36.96,17.39,32.54,30.23,16.21,16.72,10.56,18.49,11.86,12.26,8.48,12.29,8.77,10.35,4.68,4.57,4.06,5.37,14.77,12.28,8.02,6.11,5.23,7.30
193602,4.65,5.36,16.78,4.57,3.26,2.83,0.29,6.73,11.79,6.82,4.42,6.52,2.77,3.00,6.96,1.21,0.35,5.32,6.05,-0.03,0.23,0.34,4.18,3.27,1.17
193603,-3.49,3.38,1.67,-2.94,-1.02,-0.73,-1.58,0.31,2.40,5.20,3.75,0.75,0.99,2.99,2.52,-0.68,1.38,0.26,-0.57,6.61,-1.42,0.42,0.15,4.04,1.54
193604,3.52,-16.47,-20.51,-23.27,-21.91,-10.00,-12.93,-15.77,-14.36,-15.98,-4.87,-10.17,-7.21,-13.58,-17.56,-6.00,-10.82,-11.71,-12.33,-14.70,-3.27,-7.11,-8.49,-11.03,-9.68
193605,-0.59,8.87,4.54,13.12,6.88,2.45,6.28,2.72,4.97,5.12,1.32,3.32,5.52,6.81,8.53,0.87,2.05,6.31,7.59,6.42,5.22,4.69,5.51,5.60,10.40
193606,-2.43,-2.52,2.63,-1.49,-2.28,-2.45,-1.61,-1.31,-1.61,-0.94,0.51,0.29,1.27,1.13,-0.82,0.09,-0.63,0.36,-0.39,1.16,3.15,1.84,3.12,3.86,4.23
193607,5.92,10.14,12.34,7.48,10.04,9.81,9.75,8.92,9.33,7.32,4.04,11.89,6.95,8.96,15.07,4.21,6.57,9.19,13.75,11.32,1.66,6.36,8.91,6.89,11.25
193608,0.38,5.17,7.10,0.74,3.08,-0.18,4.71,0.78,3.56,1.23,1.19,4.00,5.32,2.54,1.79,1.25,0.95,5.71,3.21,1.80,0.56,1.16,1.51,-0.97,2.04
193609,3.88,2.26,5.58,4.43,6.28,3.12,3.43,6.45,2.78,4.56,3.91,3.60,3.37,4.67,2.76,-0.39,4.47,2.71,1.46,0.59,-0.21,0.02,0.41,1.00,3.29
